"Contract Type","Contract Name","Clearing Quantity (MWh)"
"Block","PB19080321-01","133.00"
"Block","PB19080321-03","1.40"
"Hourly","PH19080321","247.70"
"Hourly","PH19080322","238.20"
"Block","PB19080322-01","149.80"
"Block","PB19080323-01","160.50"
"Hourly","PH19080323","263.00"
"Block","PB19080400-01","132.00"
"Hourly","PH19080400","112.70"
"Block","PB19080401-01","145.10"
"Hourly","PH19080401","144.60"
"Block","PB19080402-01","134.20"
"Hourly","PH19080402","115.80"
"Hourly","PH19080403","109.30"
"Block","PB19080403-01","154.70"
"Hourly","PH19080404","105.70"
"Block","PB19080404-01","180.50"
"Block","PB19080405-01","223.20"
"Hourly","PH19080405","327.00"
"Hourly","PH19080406","311.20"
"Block","PB19080406-01","215.40"
"Block","PB19080407-01","213.60"
"Hourly","PH19080407","203.20"
"Block","PB19080408-01","193.30"
"Hourly","PH19080408","69.30"
"Block","PB19080409-01","171.30"
"Hourly","PH19080409","264.70"
"Hourly","PH19080410","130.70"
"Block","PB19080410-01","195.80"
"Block","PB19080411-01","176.40"
"Hourly","PH19080411","93.30"
"Block","PB19080412-01","184.30"
"Hourly","PH19080412","138.10"
"Hourly","PH19080413","116.70"
"Block","PB19080413-01","195.50"
"Hourly","PH19080414","147.40"
"Block","PB19080414-01","182.00"
"Block","PB19080415-01","185.50"
"Hourly","PH19080415","191.40"
"Block","PB19080416-01","196.80"
"Hourly","PH19080416","274.00"
"Hourly","PH19080417","308.50"
"Block","PB19080417-01","207.70"
"Block","PB19080418-01","218.40"
"Hourly","PH19080418","428.00"
"Block","PB19080419-01","257.40"
"Hourly","PH19080419","372.90"
"Block","PB19080420-01","249.40"
"Hourly","PH19080420","279.40"
"Hourly","PH19080421","290.00"
"Block","PB19080421-01","272.20"
"Hourly","PH19080422","265.30"
"Block","PB19080422-01","258.40"
"Block","PB19080423-01","260.20"
"Hourly","PH19080423","219.00"
"Block","PB19080500-01","187.90"
"Hourly","PH19080500","152.30"
"Block","PB19080501-01","168.80"
"Hourly","PH19080501","225.70"
"Block","PB19080502-01","197.00"
"Hourly","PH19080502","219.70"
"Hourly","PH19080503","265.10"
"Block","PB19080503-01","232.20"
"Block","PB19080503-05","2.50"
"Hourly","PH19080504","234.50"
"Block","PB19080504-01","217.00"
"Hourly","PH19080505","207.40"
"Block","PB19080505-01","189.20"
"Block","PB19080506-01","172.30"
"Hourly","PH19080506","223.20"
"Block","PB19080507-01","161.30"
"Hourly","PH19080507","202.40"
"Block","PB19080508-01","152.40"
"Hourly","PH19080508","224.90"
"Hourly","PH19080509","166.50"
"Block","PB19080509-01","172.70"
"Hourly","PH19080510","533.20"
"Block","PB19080510-01","192.30"
"Hourly","PH19080511","777.00"
"Block","PB19080511-01","224.60"
"Block","PB19080512-04","4.10"
"Block","PB19080512-01","235.60"
"Hourly","PH19080512","735.70"
"Block","PB19080513-02","0.80"
"Block","PB19080513-01","412.40"
"Hourly","PH19080513","909.80"
"Block","PB19080514-01","233.40"
"Hourly","PH19080514","1,518.60"
"Block","PB19080515-01","207.50"
"Hourly","PH19080515","1,354.80"
"Block","PB19080516-08","0.00"
"Block","PB19080516-02","0.00"
"Block","PB19080516-05","35.00"
"Block","PB19080516-01","220.80"
"Hourly","PH19080516","1,277.80"
"Hourly","PH19080517","664.30"
"Block","PB19080517-01","235.10"
"Hourly","PH19080518","738.60"
"Block","PB19080518-01","303.70"
"Block","PB19080519-02","76.00"
"Block","PB19080519-05","20.00"
"Hourly","PH19080519","654.80"
"Block","PB19080519-01","350.80"
"Block","PB19080520-01","228.20"
"Hourly","PH19080520","686.60"
"Block","PB19080521-01","203.60"
"Block","PB19080521-03","25.00"
"Hourly","PH19080521","566.00"
"Block","PB19080522-01","195.40"
"Hourly","PH19080522","581.50"
"Block","PB19080522-02","1.00"
"Block","PB19080523-01","193.60"
"Hourly","PH19080523","618.40"
"Block","PB19080600-01","143.90"
"Hourly","PH19080600","357.10"
"Block","PB19080601-01","161.10"
"Hourly","PH19080601","325.00"
"Block","PB19080602-01","200.80"
"Hourly","PH19080602","262.90"
"Block","PB19080603-01","179.30"
"Hourly","PH19080603","182.40"
"Hourly","PH19080604","204.90"
"Block","PB19080604-01","192.70"
"Block","PB19080605-01","197.80"
"Hourly","PH19080605","255.10"
"Hourly","PH19080606","213.50"
"Block","PB19080606-01","223.70"
"Hourly","PH19080607","184.80"
"Block","PB19080607-01","218.50"
"Block","PB19080608-01","209.30"
"Hourly","PH19080608","164.40"
"Block","PB19080609-01","188.30"
"Hourly","PH19080609","215.60"
"Hourly","PH19080610","363.90"
"Block","PB19080610-01","192.80"
"Block","PB19080610-14","20.00"
"Block","PB19080611-01","186.80"
"Hourly","PH19080611","497.60"
"Block","PB19080611-13","4.00"
"Block","PB19080612-01","199.70"
"Hourly","PH19080612","592.00"
"Block","PB19080613-01","183.20"
"Hourly","PH19080613","634.40"
"Block","PB19080614-01","168.90"
"Hourly","PH19080614","734.10"
"Block","PB19080615-01","182.60"
"Hourly","PH19080615","801.50"
"Block","PB19080616-03","1.20"
"Block","PB19080616-01","168.60"
"Hourly","PH19080616","695.20"
"Hourly","PH19080617","789.40"
"Block","PB19080617-01","73.00"
"Block","PB19080617-05","1.40"
"Hourly","PH19080618","655.00"
"Block","PB19080618-01","60.70"
"Block","PB19080619-01","75.40"
"Block","PB19080619-05","1.20"
"Hourly","PH19080619","701.60"
"Block","PB19080620-01","94.20"
"Hourly","PH19080620","630.60"
"Block","PB19080621-01","96.60"
"Hourly","PH19080621","672.80"
"Block","PB19080622-01","66.70"
"Hourly","PH19080622","659.20"
"Hourly","PH19080623","632.40"
"Block","PB19080623-01","67.90"
"Hourly","PH19080700","168.70"
"Block","PB19080700-01","157.70"
"Block","PB19080701-01","141.70"
"Hourly","PH19080701","134.90"
"Block","PB19080702-01","132.60"
"Hourly","PH19080702","257.00"
"Hourly","PH19080703","212.60"
"Block","PB19080703-01","129.00"
"Block","PB19080704-01","132.70"
"Hourly","PH19080704","137.00"
"Block","PB19080705-01","140.20"
"Hourly","PH19080705","188.70"
"Hourly","PH19080706","144.00"
"Block","PB19080706-01","151.40"
"Block","PB19080707-01","153.70"
"Hourly","PH19080707","251.50"
"Block","PB19080708-01","178.40"
"Hourly","PH19080708","207.50"
"Block","PB19080709-01","195.80"
"Hourly","PH19080709","295.80"
"Block","PB19080710-01","185.20"
"Hourly","PH19080710","360.00"
"Block","PB19080711-01","226.60"
"Hourly","PH19080711","453.70"
"Block","PB19080712-01","180.80"
"Block","PB19080712-12","0.40"
"Hourly","PH19080712","482.90"
"Block","PB19080713-01","146.50"
"Hourly","PH19080713","483.40"
"Block","PB19080714-01","187.40"
"Hourly","PH19080714","555.50"
"Block","PB19080715-01","191.70"
"Hourly","PH19080715","640.50"
"Hourly","PH19080716","575.50"
"Block","PB19080716-02","50.00"
"Block","PB19080716-01","304.60"
"Block","PB19080717-01","280.80"
"Hourly","PH19080717","545.30"
"Block","PB19080718-01","220.70"
"Hourly","PH19080718","509.10"
"Hourly","PH19080719","556.80"
"Block","PB19080719-01","248.50"
"Block","PB19080720-01","189.30"
"Hourly","PH19080720","520.80"
"Hourly","PH19080721","505.70"
"Block","PB19080721-03","0.10"
"Block","PB19080721-01","189.10"
"Block","PB19080722-01","180.40"
"Hourly","PH19080722","502.00"
"Block","PB19080723-01","189.90"
"Hourly","PH19080723","474.90"
"Block","PB19080800-01","145.30"
"Hourly","PH19080800","132.40"
"Block","PB19080800-04","15.00"
"Hourly","PH19080801","98.20"
"Block","PB19080801-01","183.30"
"Block","PB19080802-01","197.10"
"Hourly","PH19080802","142.00"
"Block","PB19080803-21","1.10"
"Block","PB19080803-01","186.50"
"Block","PB19080803-10","5.00"
"Hourly","PH19080803","119.00"
"Block","PB19080804-01","174.80"
"Hourly","PH19080804","120.00"
"Hourly","PH19080805","98.70"
"Block","PB19080805-01","188.60"
"Block","PB19080805-02","20.00"
"Block","PB19080806-01","244.80"
"Hourly","PH19080806","109.10"
"Block","PB19080807-01","181.00"
"Hourly","PH19080807","138.10"
"Block","PB19080808-02","65.00"
"Hourly","PH19080808","210.50"
"Block","PB19080808-01","123.80"
"Hourly","PH19080809","257.60"
"Block","PB19080809-01","152.70"
"Block","PB19080810-06","50.00"
"Hourly","PH19080810","509.40"
"Block","PB19080810-02","90.00"
"Block","PB19080810-01","191.70"
"Hourly","PH19080811","512.30"
"Block","PB19080811-01","166.00"
"Block","PB19080812-10","20.00"
"Block","PB19080812-02","100.00"
"Hourly","PH19080812","436.10"
"Block","PB19080812-01","145.00"
"Block","PB19080813-01","143.50"
"Hourly","PH19080813","526.30"
"Block","PB19080814-02","90.00"
"Block","PB19080814-01","172.40"
"Hourly","PH19080814","649.60"
"Hourly","PH19080815","503.00"
"Block","PB19080815-01","169.50"
"Hourly","PH19080816","551.90"
"Block","PB19080816-01","264.10"
"Hourly","PH19080817","479.90"
"Block","PB19080817-01","167.80"
"Block","PB19080817-02","65.00"
"Block","PB19080818-01","176.30"
"Hourly","PH19080818","509.30"
"Hourly","PH19080819","510.50"
"Block","PB19080819-01","237.90"
"Block","PB19080820-01","244.50"
"Hourly","PH19080820","639.50"
"Block","PB19080821-01","154.80"
"Block","PB19080821-02","60.00"
"Hourly","PH19080821","756.10"
"Block","PB19080822-02","6.00"
"Hourly","PH19080822","590.40"
"Block","PB19080822-01","155.10"
"Block","PB19080823-01","219.20"
"Hourly","PH19080823","460.80"
"Hourly","PH19080900","107.50"
"Block","PB19080900-01","164.20"
"Block","PB19080901-01","169.90"
"Block","PB19080901-14","5.70"
"Hourly","PH19080901","204.20"
"Hourly","PH19080902","194.60"
"Block","PB19080902-01","167.40"
"Block","PB19080902-22","1.20"
"Block","PB19080903-01","172.40"
"Hourly","PH19080903","215.00"
"Hourly","PH19080904","208.60"
"Block","PB19080904-01","174.30"
"Hourly","PH19080905","184.40"
"Block","PB19080905-01","178.30"
"Block","PB19080906-01","211.60"
"Hourly","PH19080906","181.70"
"Block","PB19080907-01","215.60"
"Hourly","PH19080907","139.80"
"Hourly","PH19080908","220.20"
"Block","PB19080908-01","240.20"
"Block","PB19080909-01","163.80"
"Hourly","PH19080909","194.20"
"Hourly","PH19080910","239.10"
"Block","PB19080910-01","143.10"
"Block","PB19080911-01","180.00"
"Hourly","PH19080911","356.10"
"Hourly","PH19080912","380.30"
"Block","PB19080912-04","50.00"
"Block","PB19080912-01","184.30"
"Block","PB19080912-02","0.00"
"Hourly","PH19080913","482.70"
"Block","PB19080913-01","179.00"
"Block","PB19080914-01","182.20"
"Hourly","PH19080914","476.40"
"Hourly","PH19080915","499.60"
"Block","PB19080915-01","145.70"
"Block","PB19080915-09","5.70"
"Block","PB19080916-01","157.50"
"Hourly","PH19080916","594.00"
"Hourly","PH19080917","407.10"
"Block","PB19080917-01","138.40"
"Hourly","PH19080918","399.90"
"Block","PB19080918-01","162.10"
"Hourly","PH19080919","424.20"
"Block","PB19080919-01","168.10"
"Hourly","PH19080920","480.70"
"Block","PB19080920-01","170.30"
"Hourly","PH19080921","381.90"
"Block","PB19080921-01","163.30"
"Hourly","PH19080922","310.10"
"Block","PB19080922-01","172.20"
"Block","PB19080923-01","214.70"
"Hourly","PH19080923","350.20"
"Block","PB19081000-01","170.20"
"Block","PB19081000-08","1.20"
"Hourly","PH19081000","70.80"
"Block","PB19081000-05","5.00"
"Hourly","PH19081001","71.00"
"Block","PB19081001-05","0.00"
"Block","PB19081001-01","156.20"
"Block","PB19081002-08","10.00"
"Hourly","PH19081002","259.10"
"Block","PB19081002-01","160.70"
"Block","PB19081003-01","161.80"
"Hourly","PH19081003","161.00"
"Hourly","PH19081004","197.10"
"Block","PB19081004-01","125.00"
"Block","PB19081005-01","138.10"
"Hourly","PH19081005","160.20"
"Hourly","PH19081006","294.00"
"Block","PB19081006-01","147.50"
"Hourly","PH19081007","246.30"
"Block","PB19081007-01","168.20"
"Block","PB19081008-01","182.40"
"Hourly","PH19081008","275.80"
"Hourly","PH19081009","291.90"
"Block","PB19081009-01","183.50"
"Block","PB19081010-07","50.00"
"Block","PB19081010-14","0.00"
"Hourly","PH19081010","278.40"
"Block","PB19081010-01","281.50"
"Hourly","PH19081011","525.10"
"Block","PB19081011-01","266.60"
"Block","PB19081011-13","0.00"
"Hourly","PH19081012","535.90"
"Block","PB19081012-01","242.80"
"Block","PB19081013-11","30.00"
"Block","PB19081013-01","193.70"
"Hourly","PH19081013","598.70"
"Hourly","PH19081014","747.70"
"Block","PB19081014-01","287.40"
"Block","PB19081015-02","50.00"
"Block","PB19081015-01","193.00"
"Hourly","PH19081015","752.30"
"Hourly","PH19081016","761.00"
"Block","PB19081016-01","165.10"
"Hourly","PH19081017","830.70"
"Block","PB19081017-01","186.60"
"Hourly","PH19081018","669.70"
"Block","PB19081018-06","10.00"
"Block","PB19081018-01","166.70"
"Hourly","PH19081019","593.80"
"Block","PB19081019-01","148.90"
"Hourly","PH19081020","550.70"
"Block","PB19081020-01","168.40"
"Block","PB19081021-01","157.30"
"Hourly","PH19081021","444.30"
"Block","PB19081022-01","336.10"
"Hourly","PH19081022","560.00"
"Block","PB19081023-01","215.80"
"Hourly","PH19081023","708.60"
"Block","PB19081100-01","173.30"
"Hourly","PH19081100","186.90"
"Block","PB19081100-07","43.00"
"Block","PB19081100-08","43.00"
"Hourly","PH19081101","359.20"
"Block","PB19081101-01","183.30"
"Block","PB19081102-03","0.30"
"Hourly","PH19081102","194.10"
"Block","PB19081102-01","183.20"
"Hourly","PH19081103","159.10"
"Block","PB19081103-01","155.90"
"Hourly","PH19081104","167.90"
"Block","PB19081104-01","180.30"
"Block","PB19081105-01","217.40"
"Hourly","PH19081105","310.10"
"Hourly","PH19081106","329.10"
"Block","PB19081106-01","184.90"
"Hourly","PH19081107","417.20"
"Block","PB19081107-01","217.10"
"Block","PB19081108-07","7.00"
"Hourly","PH19081108","147.50"
"Block","PB19081108-09","0.30"
"Block","PB19081108-01","242.90"
"Hourly","PH19081109","718.50"
"Block","PB19081109-01","212.00"
"Block","PB19081110-01","401.10"
"Block","PB19081110-04","70.00"
"Hourly","PH19081110","569.50"
"Block","PB19081111-01","373.50"
"Hourly","PH19081111","985.20"
"Hourly","PH19081112","1,078.80"
"Block","PB19081112-01","274.80"
"Block","PB19081112-07","67.00"
"Block","PB19081113-01","267.70"
"Hourly","PH19081113","986.60"
"Hourly","PH19081114","818.20"
"Block","PB19081114-01","311.90"
"Block","PB19081115-01","314.80"
"Hourly","PH19081115","455.90"
"Block","PB19081115-02","7.00"
"Hourly","PH19081116","376.50"
"Block","PB19081116-01","254.60"
"Block","PB19081117-01","209.70"
"Hourly","PH19081117","305.80"
"Hourly","PH19081118","623.80"
"Block","PB19081118-01","214.70"
"Block","PB19081119-01","297.60"
"Hourly","PH19081119","612.40"
"Hourly","PH19081120","530.60"
"Block","PB19081120-01","207.80"
"Hourly","PH19081121","640.30"
"Block","PB19081121-01","227.30"
"Block","PB19081122-01","225.50"
"Hourly","PH19081122","641.50"
"Hourly","PH19081123","553.90"
"Block","PB19081123-01","248.60"
"Block","PB19081200-01","182.20"
"Hourly","PH19081200","221.50"
"Block","PB19081201-01","315.50"
"Hourly","PH19081201","302.20"
"Hourly","PH19081202","288.80"
"Block","PB19081202-01","144.70"
"Block","PB19081203-01","166.30"
"Hourly","PH19081203","276.70"
"Block","PB19081204-01","170.80"
"Hourly","PH19081204","257.40"
"Hourly","PH19081205","224.40"
"Block","PB19081205-01","178.00"
"Block","PB19081206-01","174.30"
"Hourly","PH19081206","52.40"
"Block","PB19081207-01","160.30"
"Hourly","PH19081207","76.30"
"Block","PB19081208-01","177.80"
"Hourly","PH19081208","123.10"
"Block","PB19081209-02","21.00"
"Hourly","PH19081209","178.00"
"Block","PB19081209-01","193.00"
"Block","PB19081210-01","233.90"
"Hourly","PH19081210","203.90"
"Hourly","PH19081211","262.00"
"Block","PB19081211-01","175.70"
"Hourly","PH19081212","336.10"
"Block","PB19081212-01","155.40"
"Block","PB19081213-02","7.00"
"Block","PB19081213-01","167.80"
"Hourly","PH19081213","423.40"
"Block","PB19081214-01","209.20"
"Hourly","PH19081214","467.00"
"Block","PB19081215-01","203.20"
"Hourly","PH19081215","589.40"
"Block","PB19081216-01","186.00"
"Hourly","PH19081216","825.10"
"Block","PB19081217-01","173.40"
"Hourly","PH19081217","988.00"
"Block","PB19081218-01","158.20"
"Hourly","PH19081218","1,031.00"
"Block","PB19081219-01","291.00"
"Hourly","PH19081219","463.80"
"Block","PB19081220-01","351.70"
"Hourly","PH19081220","426.00"
"Hourly","PH19081221","430.60"
"Block","PB19081221-01","320.90"
"Block","PB19081222-02","2.90"
"Block","PB19081222-01","310.30"
"Hourly","PH19081222","419.60"
"Hourly","PH19081223","353.70"
"Block","PB19081223-01","258.50"
"Block","PB19081300-01","166.50"
"Hourly","PH19081300","104.70"
"Block","PB19081301-01","187.70"
"Hourly","PH19081301","159.20"
"Hourly","PH19081302","141.60"
"Block","PB19081302-01","191.20"
"Hourly","PH19081303","190.70"
"Block","PB19081303-01","226.70"
"Hourly","PH19081304","135.10"
"Block","PB19081304-01","210.40"
"Block","PB19081305-01","211.30"
"Hourly","PH19081305","157.20"
"Block","PB19081306-01","213.00"
"Hourly","PH19081306","100.80"
"Block","PB19081307-01","216.30"
"Hourly","PH19081307","118.00"
"Hourly","PH19081308","82.90"
"Block","PB19081308-01","229.10"
"Block","PB19081309-01","231.00"
"Hourly","PH19081309","87.40"
"Block","PB19081310-01","186.40"
"Hourly","PH19081310","134.00"
"Block","PB19081311-01","161.20"
"Hourly","PH19081311","139.90"
"Block","PB19081311-05","20.00"
"Block","PB19081312-01","178.30"
"Hourly","PH19081312","175.30"
"Hourly","PH19081313","187.80"
"Block","PB19081313-01","271.90"
"Block","PB19081314-01","157.80"
"Hourly","PH19081314","203.70"
"Hourly","PH19081315","228.50"
"Block","PB19081315-01","159.90"
"Block","PB19081316-01","162.70"
"Hourly","PH19081316","225.00"
"Hourly","PH19081317","154.20"
"Block","PB19081317-01","187.40"
"Hourly","PH19081318","270.80"
"Block","PB19081318-01","179.20"
"Hourly","PH19081319","291.00"
"Block","PB19081319-01","171.60"
"Hourly","PH19081320","346.70"
"Block","PB19081320-01","179.50"
"Hourly","PH19081321","326.20"
"Block","PB19081321-01","204.60"
"Hourly","PH19081322","253.90"
"Block","PB19081322-01","202.70"
"Block","PB19081323-01","197.80"
"Hourly","PH19081323","307.30"
"Hourly","PH19081400","103.10"
"Block","PB19081400-01","185.20"
"Hourly","PH19081401","130.30"
"Block","PB19081401-01","154.80"
"Block","PB19081402-01","168.40"
"Hourly","PH19081402","126.20"
"Block","PB19081403-01","152.00"
"Hourly","PH19081403","171.40"
"Block","PB19081404-07","10.00"
"Hourly","PH19081404","204.00"
"Block","PB19081404-01","144.20"
"Block","PB19081405-01","188.80"
"Hourly","PH19081405","189.70"
"Hourly","PH19081406","151.30"
"Block","PB19081406-01","165.70"
"Hourly","PH19081407","240.70"
"Block","PB19081407-01","158.40"
"Block","PB19081408-01","150.40"
"Hourly","PH19081408","208.30"
"Block","PB19081409-01","197.40"
"Hourly","PH19081409","169.50"
"Hourly","PH19081410","176.60"
"Block","PB19081410-01","188.00"
"Hourly","PH19081411","219.00"
"Block","PB19081411-01","161.60"
"Block","PB19081412-01","159.50"
"Hourly","PH19081412","177.00"
"Hourly","PH19081413","165.30"
"Block","PB19081413-01","122.80"
"Hourly","PH19081414","164.20"
"Block","PB19081414-01","142.10"
"Hourly","PH19081415","224.50"
"Block","PB19081415-01","152.30"
"Block","PB19081416-01","204.30"
"Hourly","PH19081416","256.50"
"Block","PB19081417-03","150.00"
"Block","PB19081417-01","242.60"
"Hourly","PH19081417","200.40"
"Hourly","PH19081418","370.80"
"Block","PB19081418-01","209.80"
"Block","PB19081419-01","173.90"
"Hourly","PH19081419","442.80"
"Block","PB19081420-01","356.20"
"Hourly","PH19081420","329.10"
