"Contract Type","Contract Name","Min. Matching Price (TL/MWh)","Max. Matching Price (TL/MWh)"
"Block","PB19100909-01","281.23","308.26"
"Block","PB19100909-13","309.03","309.03"
"Hourly","PH19100909","286.99","317.04"
"Block","PB19100910-01","277.33","307.99"
"Hourly","PH19100910","295.67","319.00"
"Hourly","PH19100911","300.00","319.99"
"Block","PB19100911-01","281.23","308.03"
"Block","PB19100912-01","276.69","298.92"
"Hourly","PH19100912","291.00","313.00"
"Block","PB19100913-01","273.43","303.09"
"Hourly","PH19100913","294.00","312.18"
"Hourly","PH19100914","299.00","320.00"
"Block","PB19100914-01","276.94","320.08"
"Hourly","PH19100915","300.00","324.90"
"Block","PB19100915-01","283.72","319.50"
"Hourly","PH19100916","303.00","330.00"
"Block","PB19100916-01","282.39","330.99"
"Block","PB19100917-07","",""
"Block","PB19100917-01","284.82","333.98"
"Hourly","PH19100917","305.09","350.00"
"Block","PB19100918-06","300.00","300.00"
"Block","PB19100918-01","288.58","348.70"
"Hourly","PH19100918","307.10","347.75"
"Hourly","PH19100919","314.42","340.00"
"Block","PB19100919-01","290.63","343.99"
"Block","PB19100920-01","283.06","340.89"
"Hourly","PH19100920","302.30","336.01"
"Block","PB19100921-01","277.72","318.00"
"Hourly","PH19100921","299.09","320.00"
"Hourly","PH19100922","296.10","317.50"
"Block","PB19100922-01","274.95","316.00"
"Block","PB19100923-01","270.30","317.50"
"Hourly","PH19100923","291.00","316.50"
"Block","PB19101000-01","269.08","305.29"
"Hourly","PH19101000","286.00","303.31"
"Hourly","PH19101001","286.49","299.99"
"Block","PB19101001-01","283.63","308.98"
"Block","PB19101002-01","281.97","309.35"
"Hourly","PH19101002","285.32","309.35"
"Block","PB19101003-01","254.64","290.47"
"Hourly","PH19101003","275.00","294.00"
"Hourly","PH19101004","269.86","280.00"
"Block","PB19101004-01","252.00","278.21"
"Block","PB19101005-19","309.00","309.00"
"Block","PB19101005-01","251.92","278.21"
"Hourly","PH19101005","269.86","292.12"
"Hourly","PH19101006","287.52","320.00"
"Block","PB19101006-01","267.39","296.41"
"Block","PB19101007-01","284.13","304.99"
"Hourly","PH19101007","294.88","313.12"
"Hourly","PH19101008","302.00","319.30"
"Block","PB19101008-01","280.33","319.30"
"Block","PB19101009-01","279.49","320.30"
"Hourly","PH19101009","300.70","319.30"
"Hourly","PH19101010","300.69","319.29"
"Block","PB19101010-01","287.07","321.07"
"Block","PB19101011-01","280.02","320.99"
"Hourly","PH19101011","300.08","338.00"
"Block","PB19101012-01","271.37","301.41"
"Hourly","PH19101012","288.00","313.52"
"Block","PB19101013-01","274.38","305.00"
"Hourly","PH19101013","295.69","315.99"
"Block","PB19101014-04","",""
"Block","PB19101014-01","281.89","319.95"
"Hourly","PH19101014","300.70","320.00"
"Hourly","PH19101015","303.00","325.00"
"Block","PB19101015-01","282.72","321.00"
"Block","PB19101016-01","287.89","329.00"
"Hourly","PH19101016","308.46","334.95"
"Block","PB19101017-03","325.00","325.00"
"Hourly","PH19101017","314.00","355.00"
"Block","PB19101017-01","295.24","346.00"
"Block","PB19101017-07","315.37","315.37"
"Hourly","PH19101018","316.00","359.80"
"Block","PB19101018-01","293.33","355.89"
"Block","PB19101019-01","291.94","366.00"
"Hourly","PH19101019","313.33","369.88"
"Block","PB19101020-02","320.00","320.00"
"Block","PB19101020-03","320.00","320.00"
"Block","PB19101020-01","287.64","350.99"
"Hourly","PH19101020","307.93","359.99"
"Block","PB19101021-01","293.20","338.49"
"Hourly","PH19101021","301.85","358.87"
"Hourly","PH19101022","307.32","326.00"
"Block","PB19101022-01","282.06","317.95"
"Hourly","PH19101023","292.37","324.80"
"Block","PB19101023-01","273.85","310.45"
"Block","PB19101100-02","285.33","285.33"
"Hourly","PH19101100","263.62","285.99"
"Block","PB19101100-01","253.52","279.92"
"Hourly","PH19101101","289.92","314.99"
"Block","PB19101101-01","281.05","307.85"
"Block","PB19101102-01","270.51","300.40"
"Hourly","PH19101102","291.39","309.00"
"Hourly","PH19101103","289.91","307.50"
"Block","PB19101103-01","275.43","307.84"
"Block","PB19101104-01","267.87","303.85"
"Hourly","PH19101104","286.00","307.98"
"Hourly","PH19101105","292.00","309.99"
"Block","PB19101105-01","269.14","307.84"
"Hourly","PH19101106","297.48","310.00"
"Block","PB19101106-10","304.82","304.82"
"Block","PB19101106-01","272.27","309.72"
"Block","PB19101107-01","277.31","304.27"
"Hourly","PH19101107","297.06","314.00"
"Hourly","PH19101108","305.00","322.99"
"Block","PB19101108-01","283.01","315.00"
"Block","PB19101109-01","286.85","313.36"
"Hourly","PH19101109","303.95","313.99"
"Block","PB19101110-01","287.02","315.00"
"Hourly","PH19101110","307.01","330.00"
"Hourly","PH19101111","305.10","330.00"
"Block","PB19101111-01","283.82","315.00"
"Block","PB19101112-01","269.81","305.55"
"Block","PB19101112-12","300.00","300.00"
"Hourly","PH19101112","293.01","318.98"
"Hourly","PH19101113","272.00","298.00"
"Block","PB19101113-01","253.87","290.89"
"Block","PB19101114-01","279.88","326.00"
"Hourly","PH19101114","303.01","339.98"
"Hourly","PH19101115","302.01","341.00"
"Block","PB19101115-01","287.89","339.99"
"Block","PB19101116-01","280.48","340.40"
"Hourly","PH19101116","302.01","341.00"
"Block","PB19101117-01","279.94","342.90"
"Hourly","PH19101117","304.99","340.00"
"Block","PB19101117-02","310.00","310.00"
"Hourly","PH19101118","299.99","340.00"
"Block","PB19101118-01","279.00","345.44"
"Block","PB19101119-03","305.63","310.00"
"Hourly","PH19101119","301.99","340.00"
"Block","PB19101119-01","284.69","329.00"
"Hourly","PH19101120","300.01","333.00"
"Block","PB19101120-01","279.45","318.60"
"Hourly","PH19101121","297.01","325.00"
"Block","PB19101121-01","273.44","315.20"
"Hourly","PH19101122","287.01","309.00"
"Block","PB19101122-01","264.83","296.66"
"Block","PB19101123-01","244.66","279.70"
"Hourly","PH19101123","261.00","290.10"
"Block","PB19101200-01","225.38","295.96"
"Hourly","PH19101200","248.50","263.00"
"Hourly","PH19101201","276.03","305.00"
"Block","PB19101201-01","254.37","307.74"
"Block","PB19101202-01","274.12","308.42"
"Hourly","PH19101202","291.01","315.00"
"Hourly","PH19101203","272.01","300.00"
"Block","PB19101203-01","255.79","308.01"
"Block","PB19101204-01","232.97","295.96"
"Hourly","PH19101204","252.00","269.98"
"Hourly","PH19101205","263.01","279.99"
"Block","PB19101205-01","245.56","295.96"
"Block","PB19101206-01","181.52","206.01"
"Hourly","PH19101206","200.00","220.01"
"Hourly","PH19101207","298.26","318.01"
"Block","PB19101207-01","273.64","307.20"
"Block","PB19101208-01","275.18","311.70"
"Hourly","PH19101208","297.00","320.01"
"Hourly","PH19101209","297.00","316.00"
"Block","PB19101209-01","275.98","302.38"
"Block","PB19101210-01","277.01","303.90"
"Hourly","PH19101210","298.00","349.99"
"Hourly","PH19101211","292.00","315.50"
"Block","PB19101211-01","276.52","306.00"
"Block","PB19101212-01","275.22","295.01"
"Hourly","PH19101212","286.31","309.00"
"Hourly","PH19101213","276.00","296.00"
"Block","PB19101213-01","268.64","296.01"
"Block","PB19101214-01","276.38","300.00"
"Hourly","PH19101214","281.00","298.00"
"Hourly","PH19101215","190.01","210.00"
"Block","PB19101215-01","180.53","199.00"
"Block","PB19101216-01","275.01","300.16"
"Hourly","PH19101216","289.99","302.00"
"Hourly","PH19101217","290.00","315.00"
"Block","PB19101217-01","276.30","303.97"
"Hourly","PH19101218","303.02","330.00"
"Block","PB19101218-01","278.35","320.61"
"Hourly","PH19101219","303.70","354.80"
"Block","PB19101219-02","310.00","310.00"
"Block","PB19101219-01","281.55","309.88"
"Hourly","PH19101220","300.01","326.00"
"Block","PB19101220-01","276.02","320.50"
"Hourly","PH19101221","295.51","320.00"
"Block","PB19101221-01","278.24","305.00"
"Hourly","PH19101222","289.01","315.09"
"Block","PB19101222-01","273.08","311.00"
"Block","PB19101223-01","242.42","260.00"
"Hourly","PH19101223","241.00","275.00"
"Block","PB19101300-01","59.17","61.01"
"Hourly","PH19101300","60.90","89.96"
"Block","PB19101301-01","180.44","200.01"
"Hourly","PH19101301","200.52","219.89"
"Block","PB19101302-01","274.50","300.24"
"Hourly","PH19101302","291.23","318.30"
"Hourly","PH19101303","138.98","158.50"
"Block","PB19101303-01","137.31","150.01"
"Hourly","PH19101304","151.11","198.90"
"Block","PB19101304-01","179.39","199.00"
"Hourly","PH19101305","151.20","204.96"
"Block","PB19101305-01","180.72","198.99"
"Hourly","PH19101306","138.90","154.60"
"Block","PB19101306-01","135.15","150.01"
"Hourly","PH19101307","51.51","95.99"
"Block","PB19101307-08","94.00","94.00"
"Block","PB19101307-01","50.01","51.51"
"Hourly","PH19101308","51.94","80.00"
"Block","PB19101308-01","51.94","53.49"
"Hourly","PH19101309","8.69","30.00"
"Block","PB19101309-01","10.00","10.00"
"Hourly","PH19101310","43.46","80.00"
"Block","PB19101310-01","45.00","45.00"
"Block","PB19101311-01","135.74","150.01"
"Hourly","PH19101311","150.06","157.73"
"Block","PB19101312-05","167.00","167.00"
"Hourly","PH19101312","137.02","160.00"
"Block","PB19101312-01","131.61","145.00"
"Block","PB19101313-01","139.91","150.77"
"Hourly","PH19101313","154.50","249.89"
"Block","PB19101314-01","134.60","150.01"
"Hourly","PH19101314","140.12","154.51"
"Hourly","PH19101315","150.25","175.10"
"Block","PB19101315-01","150.50","170.00"
"Block","PB19101316-01","201.60","227.40"
"Hourly","PH19101316","222.00","238.87"
"Block","PB19101316-04","259.03","259.03"
"Block","PB19101317-01","182.42","221.21"
"Hourly","PH19101317","194.01","233.00"
"Hourly","PH19101318","296.94","328.60"
"Block","PB19101318-05","",""
"Block","PB19101318-01","278.51","319.11"
"Hourly","PH19101319","300.70","322.00"
"Block","PB19101319-01","279.17","310.01"
"Hourly","PH19101320","305.00","333.70"
"Block","PB19101320-01","281.32","318.36"
"Block","PB19101321-01","277.24","314.18"
"Hourly","PH19101321","296.00","324.95"
"Block","PB19101322-01","272.88","311.26"
"Hourly","PH19101322","293.13","323.00"
"Block","PB19101323-01","228.67","257.50"
"Hourly","PH19101323","242.50","280.00"
"Block","PB19101400-01","92.37","103.01"
"Hourly","PH19101400","97.09","110.00"
"Block","PB19101401-01","181.00","206.00"
"Hourly","PH19101401","195.00","220.00"
"Block","PB19101402-01","272.58","309.04"
"Hourly","PH19101402","291.04","315.04"
"Block","PB19101403-01","136.69","150.01"
"Hourly","PH19101403","145.01","162.99"
"Block","PB19101404-01","180.43","199.00"
"Hourly","PH19101404","173.99","193.02"
"Block","PB19101405-01","182.58","198.99"
"Hourly","PH19101405","189.04","199.00"
"Block","PB19101406-01","135.01","155.00"
"Hourly","PH19101406","145.00","169.01"
"Block","PB19101407-01","270.27","304.89"
"Hourly","PH19101407","291.00","312.00"
"Block","PB19101408-01","281.32","313.84"
"Block","PB19101408-03","306.00","306.00"
"Hourly","PH19101408","299.01","324.00"
"Block","PB19101409-01","277.58","314.41"
"Hourly","PH19101409","300.00","325.00"
"Block","PB19101410-01","278.31","306.18"
"Hourly","PH19101410","297.60","330.00"
"Block","PB19101411-01","279.60","310.52"
"Hourly","PH19101411","290.00","329.99"
"Block","PB19101412-01","269.67","296.00"
"Hourly","PH19101412","287.70","319.94"
"Block","PB19101413-01","273.85","304.00"
"Hourly","PH19101413","295.50","326.00"
"Block","PB19101414-01","281.98","327.95"
"Hourly","PH19101414","301.40","327.00"
"Block","PB19101415-01","284.57","328.98"
"Hourly","PH19101415","310.82","331.00"
"Block","PB19101416-01","285.85","351.00"
"Hourly","PH19101416","306.40","341.01"
"Block","PB19101417-01","292.07","343.99"
"Hourly","PH19101417","309.50","343.99"
"Block","PB19101418-01","297.77","320.25"
"Hourly","PH19101418","311.30","339.99"
"Block","PB19101419-01","287.42","331.61"
"Hourly","PH19101419","309.28","338.99"
"Block","PB19101420-01","283.12","338.47"
"Hourly","PH19101420","305.60","334.99"
"Block","PB19101421-01","283.30","319.49"
"Hourly","PH19101421","301.15","320.00"
"Block","PB19101422-01","306.14","315.33"
"Hourly","PH19101422","299.10","315.99"
"Block","PB19101423-01","274.45","308.87"
"Hourly","PH19101423","293.49","330.00"
"Block","PB19101500-01","184.17","203.37"
"Hourly","PH19101500","194.01","204.99"
"Block","PB19101501-01","271.32","311.69"
"Block","PB19101501-02","305.00","305.00"
"Hourly","PH19101501","295.00","312.10"
"Block","PB19101502-01","282.07","318.89"
"Hourly","PH19101502","306.11","323.81"
"Block","PB19101503-01","256.44","307.17"
"Hourly","PH19101503","274.11","286.55"
"Block","PB19101504-01","235.22","307.17"
"Hourly","PH19101504","248.00","270.00"
"Block","PB19101505-01","269.37","298.01"
"Hourly","PH19101505","283.11","297.90"
"Block","PB19101506-01","283.07","310.56"
"Hourly","PH19101506","295.10","305.00"
"Hourly","PH19101507","277.40","311.47"
"Block","PB19101507-01","282.19","311.47"
"Hourly","PH19101508","305.51","317.01"
"Block","PB19101508-01","290.87","325.97"
"Hourly","PH19101509","292.90","316.00"
"Block","PB19101509-01","260.57","325.48"
"Block","PB19101509-08","315.94","315.94"
"Hourly","PH19101510","300.00","316.00"
"Block","PB19101510-01","286.45","315.99"
"Hourly","PH19101511","299.00","329.00"
"Block","PB19101511-01","289.27","316.11"
"Hourly","PH19101512","285.00","302.00"
"Block","PB19101512-01","269.38","298.00"
"Hourly","PH19101513","295.12","325.00"
"Block","PB19101513-01","287.54","312.30"
"Block","PB19101514-01","289.07","320.75"
"Hourly","PH19101514","313.00","333.00"
"Block","PB19101515-01","293.30","321.19"
"Hourly","PH19101515","310.10","338.00"
"Hourly","PH19101516","319.00","378.99"
"Block","PB19101516-01","302.54","362.73"
"Hourly","PH19101517","317.31","370.00"
"Block","PB19101517-01","301.18","345.67"
"Hourly","PH19101518","320.04","342.00"
"Block","PB19101518-01","297.95","339.50"
"Block","PB19101519-01","295.29","336.83"
"Hourly","PH19101519","317.21","349.99"
"Block","PB19101520-04","294.00","294.00"
"Block","PB19101520-01","289.43","329.55"
"Hourly","PH19101520","301.00","329.56"
"Block","PB19101521-01","285.44","324.86"
"Hourly","PH19101521","301.00","325.00"
"Block","PB19101522-01","280.00","310.92"
"Hourly","PH19101522","301.20","356.90"
"Hourly","PH19101523","223.21","243.01"
"Block","PB19101523-01","213.11","248.80"
"Block","PB19101600-01","222.52","271.77"
"Hourly","PH19101600","243.49","277.00"
"Block","PB19101601-01","279.95","309.01"
"Hourly","PH19101601","282.00","310.00"
"Block","PB19101602-01","283.26","310.40"
"Hourly","PH19101602","284.00","320.00"
"Block","PB19101603-01","257.51","289.77"
"Hourly","PH19101603","269.84","290.00"
"Block","PB19101604-01","225.91","259.83"
"Hourly","PH19101604","240.00","260.00"
"Block","PB19101605-01","246.29","319.13"
"Hourly","PH19101605","260.00","341.00"
"Block","PB19101606-01","283.01","310.49"
"Hourly","PH19101606","298.07","311.00"
"Block","PB19101607-01","244.03","313.04"
"Hourly","PH19101607","297.38","314.00"
"Hourly","PH19101608","308.49","320.01"
"Block","PB19101608-01","286.37","318.03"
"Block","PB19101609-01","288.38","319.74"
"Hourly","PH19101609","303.96","319.74"
"Hourly","PH19101610","310.40","329.60"
"Block","PB19101610-01","311.71","320.02"
"Hourly","PH19101611","312.65","333.00"
"Block","PB19101611-01","290.85","342.36"
"Hourly","PH19101612","300.96","324.99"
"Block","PB19101612-01","283.06","326.56"
"Hourly","PH19101613","305.87","334.80"
"Block","PB19101613-01","291.17","320.59"
"Block","PB19101614-01","295.49","332.81"
"Hourly","PH19101614","313.12","333.00"
"Hourly","PH19101615","312.90","334.72"
"Block","PB19101615-01","299.69","331.40"
"Hourly","PH19101616","314.15","336.99"
"Block","PB19101616-01","298.08","332.29"
"Block","PB19101617-01","303.33","332.80"
"Hourly","PH19101617","311.94","337.91"
"Block","PB19101618-01","299.31","335.00"
"Hourly","PH19101618","313.15","341.35"
"Block","PB19101619-01","304.37","335.79"
"Hourly","PH19101619","309.98","339.90"
"Hourly","PH19101620","302.83","349.20"
"Block","PB19101620-01","294.18","351.29"
"Block","PB19101621-01","289.39","347.43"
"Hourly","PH19101621","300.00","340.90"
"Hourly","PH19101622","293.00","334.80"
"Block","PB19101622-01","290.20","336.61"
"Hourly","PH19101623","290.00","320.00"
"Block","PB19101623-01","284.33","320.26"
"Block","PB19101700-01","239.81","260.00"
"Hourly","PH19101700","249.90","261.90"
"Block","PB19101701-01","289.16","320.36"
"Hourly","PH19101701","302.00","319.00"
"Block","PB19101702-01","287.95","358.46"
"Hourly","PH19101702","300.77","330.60"
"Block","PB19101703-01","269.63","313.69"
"Hourly","PH19101703","295.03","314.99"
"Block","PB19101704-01","266.93","302.78"
"Hourly","PH19101704","268.70","297.11"
"Block","PB19101705-01","269.50","308.00"
"Hourly","PH19101705","299.01","311.00"
"Hourly","PH19101706","305.10","321.00"
"Block","PB19101706-01","285.73","337.58"
"Hourly","PH19101707","278.40","319.99"
"Block","PB19101707-01","288.02","321.91"
"Hourly","PH19101708","283.20","321.00"
"Block","PB19101708-01","279.39","330.20"
"Block","PB19101709-01","300.08","332.95"
"Hourly","PH19101709","300.00","325.00"
"Block","PB19101710-01","292.52","330.16"
"Hourly","PH19101710","311.87","368.00"
"Hourly","PH19101711","280.01","332.00"
"Block","PB19101711-01","292.95","327.65"
"Block","PB19101712-05","322.83","322.83"
"Block","PB19101712-01","288.16","312.49"
"Hourly","PH19101712","300.00","322.03"
"Hourly","PH19101713","307.00","324.00"
"Block","PB19101713-01","286.50","317.66"
"Hourly","PH19101714","309.69","329.02"
"Block","PB19101714-01","294.22","326.03"
"Hourly","PH19101715","310.77","337.00"
"Block","PB19101715-01","296.69","327.13"
"Block","PB19101716-01","298.80","330.86"
"Hourly","PH19101716","320.93","341.00"
"Block","PB19101717-01","300.32","332.18"
"Hourly","PH19101717","321.00","337.00"
"Block","PB19101718-01","311.57","333.34"
"Hourly","PH19101718","317.00","337.00"
"Block","PB19101719-01","303.12","332.34"
"Hourly","PH19101719","319.99","337.00"
"Hourly","PH19101720","317.00","348.10"
"Block","PB19101720-01","295.08","327.78"
"Hourly","PH19101721","314.00","332.50"
"Block","PB19101721-01","293.39","332.39"
"Block","PB19101722-01","287.51","358.99"
"Hourly","PH19101722","308.50","350.00"
"Hourly","PH19101723","301.10","329.90"
"Block","PB19101723-01","283.16","330.00"
"Hourly","PH19101800","272.76","289.89"
"Block","PB19101800-01","258.02","284.13"
"Block","PB19101800-05","293.00","293.00"
"Hourly","PH19101801","295.26","318.80"
"Block","PB19101801-01","287.19","310.81"
"Block","PB19101802-01","281.58","310.81"
"Hourly","PH19101802","300.00","329.60"
"Hourly","PH19101803","270.75","279.00"
"Block","PB19101803-01","260.54","310.00"
"Block","PB19101804-01","257.60","285.86"
"Hourly","PH19101804","260.00","277.54"
"Hourly","PH19101805","285.00","349.89"
"Block","PB19101805-01","266.11","303.85"
"Hourly","PH19101806","304.00","321.11"
"Block","PB19101806-01","282.81","321.11"
"Block","PB19101806-03","316.00","316.00"
"Block","PB19101807-01","294.05","324.41"
"Hourly","PH19101807","305.52","324.41"
"Block","PB19101808-01","293.56","339.50"
"Hourly","PH19101808","321.70","337.92"
"Block","PB19101809-03","324.00","324.00"
"Block","PB19101809-01","292.44","324.45"
"Hourly","PH19101809","314.72","338.00"
"Hourly","PH19101810","314.40","345.00"
"Block","PB19101810-01","293.62","347.37"
"Block","PB19101810-04","317.70","317.70"
"Block","PB19101811-01","295.64","334.64"
"Hourly","PH19101811","315.20","340.00"
"Hourly","PH19101812","310.71","330.01"
"Block","PB19101812-01","280.68","325.04"
"Block","PB19101812-03","315.86","315.86"
"Hourly","PH19101813","302.10","326.99"
"Block","PB19101813-01","286.25","325.56"
"Block","PB19101814-02","327.40","327.40"
"Hourly","PH19101814","316.00","336.00"
"Block","PB19101814-01","303.08","332.79"
"Block","PB19101815-01","297.25","329.04"
"Hourly","PH19101815","322.02","339.90"
"Hourly","PH19101816","322.00","345.00"
"Block","PB19101816-01","302.05","337.12"
"Block","PB19101817-03","332.69","332.69"
"Hourly","PH19101817","330.01","372.00"
"Block","PB19101817-01","305.99","339.32"
"Block","PB19101818-01","300.92","353.89"
"Block","PB19101818-02","332.77","332.77"
"Hourly","PH19101818","324.10","371.00"
"Block","PB19101819-01","302.45","357.47"
"Block","PB19101819-05","323.17","323.17"
"Hourly","PH19101819","323.10","359.00"
"Hourly","PH19101820","320.10","348.49"
"Block","PB19101820-01","301.83","347.30"
"Block","PB19101820-02","326.51","326.51"
"Hourly","PH19101821","315.10","338.99"
"Block","PB19101821-01","292.95","338.84"
"Block","PB19101822-01","289.62","334.39"
"Hourly","PH19101822","310.10","335.95"
"Block","PB19101822-02","315.15","315.15"
"Block","PB19101823-01","281.27","319.54"
"Hourly","PH19101823","302.32","323.00"
"Block","PB19101900-01","288.95","310.35"
"Hourly","PH19101900","298.96","313.99"
"Hourly","PH19101901","302.00","315.00"
"Block","PB19101901-01","280.87","321.37"
"Hourly","PH19101902","300.77","320.00"
"Block","PB19101902-01","281.73","335.04"
"Hourly","PH19101903","283.20","309.76"
"Block","PB19101903-01","266.39","304.81"
"Block","PB19101904-01","256.85","292.60"
"Hourly","PH19101904","270.50","287.10"
"Hourly","PH19101905","260.00","274.00"
"Block","PB19101905-01","244.67","273.61"
"Block","PB19101906-01","287.55","329.11"
"Hourly","PH19101906","300.70","320.00"
"Block","PB19101907-01","281.33","322.36"
"Hourly","PH19101907","302.91","321.81"
"Block","PB19101908-01","291.92","329.97"
"Hourly","PH19101908","307.29","330.00"
"Hourly","PH19101909","308.82","334.03"
"Block","PB19101909-01","288.12","329.47"
"Block","PB19101910-01","294.77","329.44"
"Hourly","PH19101910","310.26","335.84"
"Block","PB19101911-01","292.43","339.74"
"Hourly","PH19101911","312.07","340.18"
"Block","PB19101912-01","286.47","333.14"
"Hourly","PH19101912","305.29","333.98"
"Hourly","PH19101913","307.61","332.99"
"Block","PB19101913-01","290.17","331.78"
"Block","PB19101914-01","287.85","328.71"
"Hourly","PH19101914","309.81","336.99"
"Block","PB19101915-01","289.86","329.65"
"Hourly","PH19101915","310.35","338.99"
"Hourly","PH19101916","311.69","345.45"
"Block","PB19101916-01","289.33","343.97"
"Block","PB19101917-01","293.80","332.27"
"Hourly","PH19101917","315.99","339.99"
"Block","PB19101918-01","296.94","336.43"
"Hourly","PH19101918","320.49","348.89"
"Block","PB19101918-06","330.00","330.00"
"Block","PB19101919-01","304.43","341.66"
"Hourly","PH19101919","320.99","356.40"
"Block","PB19101920-01","293.12","332.00"
"Hourly","PH19101920","317.00","340.01"
"Hourly","PH19101921","309.00","333.01"
"Block","PB19101921-01","288.95","326.05"
"Hourly","PH19101922","285.00","335.01"
"Block","PB19101922-01","284.39","316.00"
"Block","PB19101923-01","275.02","305.00"
"Hourly","PH19101923","270.01","320.01"
"Hourly","PH19102000","296.12","308.92"
"Block","PB19102000-01","282.16","314.13"
"Hourly","PH19102001","297.91","309.99"
"Block","PB19102001-06","300.00","310.86"
"Block","PB19102001-01","280.73","310.73"
"Block","PB19102002-01","289.47","310.27"
"Hourly","PH19102002","292.00","309.99"
"Block","PB19102003-01","284.25","320.41"
"Block","PB19102003-04","300.00","311.00"
"Block","PB19102003-03","",""
"Hourly","PH19102003","295.00","309.99"
"Block","PB19102004-01","288.77","320.34"
"Hourly","PH19102004","295.45","304.29"
"Hourly","PH19102005","295.45","306.98"
"Block","PB19102005-01","283.02","320.34"
"Hourly","PH19102006","294.00","305.00"
"Block","PB19102006-01","283.10","320.37"
"Hourly","PH19102007","255.55","269.01"
"Block","PB19102007-01","231.06","277.07"
"Hourly","PH19102008","156.89","167.99"
"Block","PB19102008-01","80.47","173.02"
"Hourly","PH19102009","130.51","147.11"
"Block","PB19102009-01","133.97","147.12"
"Block","PB19102009-08","194.00","194.00"
"Block","PB19102010-01","83.19","170.00"
"Hourly","PH19102010","100.00","168.98"
"Block","PB19102011-01","194.99","244.99"
"Hourly","PH19102011","230.00","245.11"
"Hourly","PH19102012","169.99","190.60"
"Block","PB19102012-01","162.94","196.00"
"Block","PB19102013-01","135.80","158.71"
"Hourly","PH19102013","145.00","157.99"
"Block","PB19102014-01","156.11","182.92"
"Hourly","PH19102014","160.00","184.00"
"Block","PB19102015-01","180.19","221.60"
"Hourly","PH19102015","190.00","219.99"
"Block","PB19102016-01","261.39","317.77"
"Hourly","PH19102016","275.50","310.01"
"Block","PB19102017-01","289.85","331.21"
"Hourly","PH19102017","299.99","330.00"
"Block","PB19102017-07","316.00","316.00"
"Hourly","PH19102018","305.00","331.00"
"Block","PB19102018-01","292.38","325.71"
"Block","PB19102019-01","295.73","334.72"
"Hourly","PH19102019","316.89","340.00"
"Block","PB19102020-01","289.11","337.92"
"Hourly","PH19102020","316.09","340.00"
"Block","PB19102020-02","320.00","320.00"
"Block","PB19102021-01","285.11","333.16"
"Hourly","PH19102021","312.00","333.00"
"Block","PB19102022-01","285.97","334.72"
"Hourly","PH19102022","308.00","333.00"
"Block","PB19102023-01","268.68","304.98"
"Hourly","PH19102023","285.01","314.00"
"Block","PB19102100-01","114.02","168.00"
"Hourly","PH19102100","140.00","168.40"
"Block","PB19102101-01","221.66","258.11"
"Hourly","PH19102101","245.22","259.77"
"Block","PB19102102-01","222.30","261.93"
"Hourly","PH19102102","239.60","262.20"
"Block","PB19102103-01","48.32","168.00"
"Hourly","PH19102103","130.00","167.01"
"Hourly","PH19102104","139.00","167.01"
"Block","PB19102104-01","130.00","168.00"
"Block","PB19102105-01","114.11","180.26"
"Hourly","PH19102105","137.70","174.99"
"Block","PB19102106-01","189.03","256.48"
"Hourly","PH19102106","220.00","248.99"
"Hourly","PH19102107","288.00","310.00"
"Block","PB19102107-01","271.26","320.10"
"Hourly","PH19102108","293.17","320.00"
"Block","PB19102108-01","280.16","318.68"
"Block","PB19102109-01","287.83","319.60"
"Hourly","PH19102109","290.20","319.60"
"Block","PB19102110-01","237.13","319.49"
"Hourly","PH19102110","290.60","319.90"
"Block","PB19102111-01","292.37","328.64"
"Hourly","PH19102111","300.00","330.10"
"Block","PB19102112-01","234.32","282.79"
"Hourly","PH19102112","250.00","285.49"
"Block","PB19102113-01","280.91","358.32"
"Hourly","PH19102113","300.00","328.74"
"Block","PB19102114-01","287.60","329.80"
"Block","PB19102114-03","320.00","320.00"
"Hourly","PH19102114","309.48","331.98"
"Block","PB19102115-01","295.07","325.80"
"Hourly","PH19102115","314.01","330.00"
"Block","PB19102116-01","292.19","328.98"
"Hourly","PH19102116","315.01","330.00"
"Block","PB19102117-01","299.07","327.97"
"Hourly","PH19102117","317.01","331.59"
"Hourly","PH19102118","251.01","331.00"
"Block","PB19102118-01","293.39","326.46"
"Hourly","PH19102119","300.00","329.16"
"Block","PB19102119-01","289.98","329.00"
"Block","PB19102120-01","251.83","320.00"
"Hourly","PH19102120","280.00","325.66"
"Hourly","PH19102121","270.01","319.26"
"Block","PB19102121-01","270.15","314.82"
"Hourly","PH19102122","270.01","321.01"
"Block","PB19102122-01","272.85","311.96"
"Block","PB19102123-01","224.82","256.14"
"Hourly","PH19102123","210.01","265.00"
"Hourly","PH19102200","185.90","198.99"
"Block","PB19102200-01","122.50","198.99"
"Block","PB19102201-01","248.11","271.78"
"Hourly","PH19102201","261.00","271.78"
"Hourly","PH19102202","261.00","268.99"
"Block","PB19102202-01","244.90","268.99"
"Hourly","PH19102203","255.54","268.99"
"Block","PB19102203-01","243.24","268.99"
"Block","PB19102204-01","105.56","170.00"
"Hourly","PH19102204","100.01","169.49"
"Hourly","PH19102205","189.00","197.99"
"Block","PB19102205-01","134.48","199.00"
"Block","PB19102206-01","246.28","271.77"
"Hourly","PH19102206","259.00","271.77"
"Block","PB19102207-01","209.02","309.01"
"Hourly","PH19102207","270.00","309.01"
