"Contract Type","Contract Name","Trade Value (TL)"
"Hourly","PH19042300","33,387.96"
"Block","PB19042300-24","2,946.62"
"Block","PB19042300-01","20,792.34"
"Block","PB19042301-01","26,502.29"
"Hourly","PH19042301","48,530.68"
"Hourly","PH19042302","46,646.84"
"Block","PB19042302-01","34,502.45"
"Hourly","PH19042303","10,058.43"
"Block","PB19042303-01","5,633.00"
"Hourly","PH19042304","8,714.09"
"Block","PB19042304-01","4,507.23"
"Block","PB19042305-01","13,869.18"
"Hourly","PH19042305","21,941.15"
"Block","PB19042306-01","2,879.50"
"Hourly","PH19042306","9,215.09"
"Block","PB19042307-01","15,246.91"
"Hourly","PH19042307","21,455.36"
"Block","PB19042308-02","588.00"
"Hourly","PH19042308","42,117.80"
"Block","PB19042308-01","22,882.44"
"Block","PB19042309-01","17,327.27"
"Hourly","PH19042309","38,463.88"
"Block","PB19042310-09","1,359.00"
"Block","PB19042310-01","26,852.36"
"Hourly","PH19042310","37,268.53"
"Hourly","PH19042311","60,555.79"
"Block","PB19042311-01","28,410.74"
"Block","PB19042312-02","110.00"
"Hourly","PH19042312","31,309.13"
"Block","PB19042312-01","5,922.00"
"Block","PB19042313-01","7,141.97"
"Hourly","PH19042313","31,024.68"
"Hourly","PH19042314","56,928.28"
"Block","PB19042314-05","875.00"
"Block","PB19042314-01","14,816.42"
"Block","PB19042315-01","19,022.83"
"Hourly","PH19042315","85,728.09"
"Block","PB19042316-01","16,211.02"
"Hourly","PH19042316","104,461.24"
"Block","PB19042316-02","0.00"
"Block","PB19042317-02","642.00"
"Block","PB19042317-01","22,749.73"
"Hourly","PH19042317","121,382.30"
"Block","PB19042318-01","30,207.08"
"Hourly","PH19042318","104,616.76"
"Block","PB19042319-01","46,688.27"
"Hourly","PH19042319","173,301.03"
"Hourly","PH19042320","259,439.25"
"Block","PB19042320-01","74,392.44"
"Hourly","PH19042321","120,231.33"
"Block","PB19042321-01","38,443.27"
"Block","PB19042322-01","25,496.97"
"Hourly","PH19042322","125,897.59"
"Hourly","PH19042323","100,177.53"
"Block","PB19042323-01","24,991.89"
"Block","PB19042400-01","17,102.57"
"Hourly","PH19042400","30,469.40"
"Block","PB19042400-24","4,502.59"
"Block","PB19042401-01","25,266.27"
"Hourly","PH19042401","50,402.09"
"Hourly","PH19042402","51,157.75"
"Block","PB19042402-01","56,373.94"
"Hourly","PH19042403","19,110.76"
"Block","PB19042403-01","38,292.27"
"Hourly","PH19042404","16,499.96"
"Block","PB19042404-01","23,530.46"
"Hourly","PH19042405","17,768.74"
"Block","PB19042405-01","28,170.50"
"Block","PB19042406-01","38,053.71"
"Hourly","PH19042406","27,595.08"
"Hourly","PH19042407","50,742.18"
"Block","PB19042407-01","32,521.40"
"Hourly","PH19042408","68,177.58"
"Block","PB19042408-01","46,279.99"
"Hourly","PH19042409","84,561.81"
"Block","PB19042409-01","29,860.86"
"Block","PB19042410-01","39,254.48"
"Hourly","PH19042410","102,556.76"
"Hourly","PH19042411","126,934.75"
"Block","PB19042411-01","37,682.01"
"Hourly","PH19042412","109,955.45"
"Block","PB19042412-01","29,314.84"
"Block","PB19042413-01","26,455.73"
"Hourly","PH19042413","132,648.40"
"Hourly","PH19042414","139,514.57"
"Block","PB19042414-01","47,409.49"
"Hourly","PH19042415","142,958.40"
"Block","PB19042415-01","43,126.60"
"Block","PB19042416-01","43,755.30"
"Hourly","PH19042416","160,363.70"
"Hourly","PH19042417","209,566.06"
"Block","PB19042417-01","54,230.60"
"Block","PB19042417-02","5,600.00"
"Block","PB19042418-02","2,336.00"
"Block","PB19042418-01","64,978.68"
"Hourly","PH19042418","212,868.60"
"Block","PB19042419-01","77,290.30"
"Hourly","PH19042419","180,984.37"
"Hourly","PH19042420","179,810.63"
"Block","PB19042420-01","71,885.29"
"Block","PB19042421-01","73,220.20"
"Hourly","PH19042421","185,763.57"
"Block","PB19042422-01","59,103.78"
"Hourly","PH19042422","182,710.08"
"Block","PB19042423-01","41,039.93"
"Hourly","PH19042423","128,088.36"
"Block","PB19042500-01","27,494.27"
"Hourly","PH19042500","64,733.76"
"Block","PB19042500-24","4,723.78"
"Hourly","PH19042501","38,264.97"
"Block","PB19042501-01","36,177.20"
"Hourly","PH19042502","55,216.77"
"Block","PB19042502-01","27,675.91"
"Block","PB19042503-01","25,447.69"
"Hourly","PH19042503","59,585.31"
"Block","PB19042504-01","31,429.11"
"Hourly","PH19042504","70,603.50"
"Block","PB19042505-01","27,533.75"
"Hourly","PH19042505","68,400.70"
"Hourly","PH19042506","52,644.94"
"Block","PB19042506-01","37,711.52"
"Hourly","PH19042507","50,966.66"
"Block","PB19042507-01","27,876.00"
"Hourly","PH19042508","47,932.36"
"Block","PB19042508-02","5,972.00"
"Block","PB19042508-01","38,021.50"
"Block","PB19042509-01","27,859.68"
"Hourly","PH19042509","100,032.07"
"Block","PB19042510-01","25,489.40"
"Hourly","PH19042510","111,805.87"
"Block","PB19042511-07","69,832.00"
"Block","PB19042511-01","29,401.72"
"Hourly","PH19042511","225,657.46"
"Block","PB19042511-06","53,495.34"
"Hourly","PH19042512","176,976.19"
"Block","PB19042512-01","19,736.25"
"Block","PB19042513-01","26,391.40"
"Hourly","PH19042513","179,267.45"
"Block","PB19042514-01","34,328.09"
"Hourly","PH19042514","183,917.68"
"Hourly","PH19042515","210,809.80"
"Block","PB19042515-01","35,134.34"
"Block","PB19042516-01","43,674.89"
"Hourly","PH19042516","196,009.05"
"Hourly","PH19042517","228,666.29"
"Block","PB19042517-01","52,470.95"
"Block","PB19042518-03","8,988.00"
"Block","PB19042518-01","60,070.73"
"Hourly","PH19042518","210,481.43"
"Hourly","PH19042519","213,491.23"
"Block","PB19042519-01","64,926.11"
"Block","PB19042519-02","1,200.00"
"Block","PB19042520-01","53,992.76"
"Block","PB19042520-04","53,700.00"
"Hourly","PH19042520","167,265.37"
"Hourly","PH19042521","183,190.12"
"Block","PB19042521-01","37,648.67"
"Hourly","PH19042522","161,040.99"
"Block","PB19042522-01","34,915.35"
"Block","PB19042522-02","1,000.00"
"Block","PB19042523-01","34,291.73"
"Hourly","PH19042523","206,172.29"
"Block","PB19042600-01","21,785.07"
"Block","PB19042600-03","213.04"
"Block","PB19042600-24","3,224.88"
"Hourly","PH19042600","94,859.27"
"Block","PB19042601-01","18,324.46"
"Hourly","PH19042601","85,683.42"
"Block","PB19042602-01","17,827.44"
"Hourly","PH19042602","92,679.70"
"Block","PB19042603-01","15,268.96"
"Hourly","PH19042603","80,252.31"
"Block","PB19042604-01","18,237.46"
"Block","PB19042604-02","141.80"
"Hourly","PH19042604","89,487.08"
"Block","PB19042605-01","17,274.71"
"Hourly","PH19042605","75,040.76"
"Block","PB19042606-01","19,301.71"
"Block","PB19042606-02","460.00"
"Hourly","PH19042606","51,454.11"
"Block","PB19042607-06","523.89"
"Block","PB19042607-01","21,777.27"
"Hourly","PH19042607","29,787.19"
"Block","PB19042608-01","28,656.27"
"Block","PB19042608-03","450.00"
"Hourly","PH19042608","40,381.49"
"Block","PB19042609-01","27,327.98"
"Block","PB19042609-02","600.00"
"Hourly","PH19042609","50,181.12"
"Block","PB19042610-01","44,644.39"
"Hourly","PH19042610","76,330.74"
"Hourly","PH19042611","135,175.84"
"Block","PB19042611-01","36,411.88"
"Block","PB19042612-01","26,794.87"
"Hourly","PH19042612","112,011.80"
"Block","PB19042613-01","30,262.34"
"Hourly","PH19042613","114,940.48"
"Block","PB19042614-01","49,225.66"
"Block","PB19042614-10","877.71"
"Hourly","PH19042614","205,600.39"
"Block","PB19042615-01","59,096.66"
"Hourly","PH19042615","157,380.67"
"Block","PB19042616-01","24,442.38"
"Block","PB19042616-04","699,324.00"
"Hourly","PH19042616","222,339.17"
"Block","PB19042617-01","34,755.05"
"Hourly","PH19042617","192,634.41"
"Block","PB19042618-01","52,090.36"
"Hourly","PH19042618","203,192.13"
"Block","PB19042619-01","48,487.67"
"Hourly","PH19042619","152,127.26"
"Block","PB19042620-01","137,451.14"
"Hourly","PH19042620","226,793.02"
"Block","PB19042621-01","43,066.22"
"Hourly","PH19042621","141,790.61"
"Block","PB19042622-01","47,589.88"
"Hourly","PH19042622","178,634.60"
"Block","PB19042623-01","214,189.39"
"Hourly","PH19042623","106,976.15"
"Block","PB19042700-04","728.86"
"Block","PB19042700-01","196,682.83"
"Hourly","PH19042700","39,195.30"
"Block","PB19042701-01","50,831.03"
"Hourly","PH19042701","11,256.50"
"Block","PB19042702-01","20,583.59"
"Hourly","PH19042702","38,319.20"
"Block","PB19042703-01","15,708.48"
"Hourly","PH19042703","6,771.92"
"Block","PB19042707-17","3,134.94"
"Block","PB19042707-01","41,576.87"
"Hourly","PH19042707","13,308.34"
"Block","PB19042708-02","540.00"
"Block","PB19042708-01","21,205.22"
"Hourly","PH19042708","63,425.77"
"Block","PB19042709-01","21,404.93"
"Hourly","PH19042709","63,171.66"
"Block","PB19042710-01","33,024.94"
"Hourly","PH19042710","61,537.67"
"Block","PB19042711-01","14,858.30"
"Hourly","PH19042711","122,095.80"
"Block","PB19042712-01","11,852.94"
"Hourly","PH19042712","56,508.28"
"Block","PB19042713-01","11,661.70"
"Hourly","PH19042713","89,350.15"
"Block","PB19042714-01","18,213.21"
"Hourly","PH19042714","96,540.48"
"Block","PB19042715-01","15,966.77"
"Hourly","PH19042715","62,533.38"
"Block","PB19042716-01","19,128.15"
"Hourly","PH19042716","67,449.88"
"Block","PB19042717-01","24,655.12"
"Hourly","PH19042717","85,645.31"
"Block","PB19042718-01","38,708.50"
"Hourly","PH19042718","101,085.94"
"Block","PB19042719-01","43,185.89"
"Hourly","PH19042719","169,038.46"
"Block","PB19042720-01","37,248.77"
"Hourly","PH19042720","190,955.82"
"Block","PB19042721-01","23,330.30"
"Block","PB19042721-03","714.00"
"Hourly","PH19042721","206,447.23"
"Block","PB19042722-01","36,443.22"
"Hourly","PH19042722","162,657.85"
"Block","PB19042723-01","17,822.46"
"Hourly","PH19042723","128,133.52"
"Block","PB19042800-01","15,503.17"
"Block","PB19042800-24","1,442.11"
"Hourly","PH19042800","21,616.96"
"Block","PB19042801-01","20,057.19"
"Hourly","PH19042801","11,341.55"
"Hourly","PH19042802","9,863.04"
"Block","PB19042802-01","18,661.46"
"Block","PB19042803-01","8,418.97"
"Hourly","PH19042803","3,225.14"
"Block","PB19042804-01","2,856.48"
"Hourly","PH19042804","1,080.33"
"Block","PB19042805-01","2,852.60"
"Hourly","PH19042805","1,040.57"
"Hourly","PH19042806","637.30"
"Block","PB19042806-12","0.00"
"Block","PB19042806-07","1,533.00"
"Block","PB19042806-01","166.14"
"Hourly","PH19042807","815.77"
"Block","PB19042807-01","86.02"
"Block","PB19042808-08","44.80"
"Hourly","PH19042808","1,096.13"
"Block","PB19042808-01","1.69"
"Block","PB19042809-01","1.32"
"Hourly","PH19042809","1,389.27"
"Hourly","PH19042810","453.63"
"Block","PB19042810-01","1.24"
"Block","PB19042811-01","8.47"
"Hourly","PH19042811","1,726.11"
"Block","PB19042811-05","1,100.00"
"Block","PB19042812-01","8.39"
"Hourly","PH19042812","1,986.87"
"Hourly","PH19042813","1,953.47"
"Block","PB19042813-01","220.31"
"Block","PB19042814-01","220.28"
"Hourly","PH19042814","2,213.65"
"Hourly","PH19042815","1,723.23"
"Block","PB19042815-01","367.18"
"Block","PB19042816-01","654.58"
"Hourly","PH19042816","2,222.36"
"Block","PB19042817-01","1,488.90"
"Hourly","PH19042817","2,746.88"
"Hourly","PH19042818","3,222.29"
"Block","PB19042818-01","2,305.56"
"Block","PB19042819-01","58,824.21"
"Hourly","PH19042819","54,878.38"
"Hourly","PH19042820","79,046.50"
"Block","PB19042820-01","67,982.87"
"Hourly","PH19042821","79,230.84"
"Block","PB19042821-01","51,651.36"
"Block","PB19042822-01","38,449.28"
"Hourly","PH19042822","70,865.30"
"Block","PB19042823-01","22,878.05"
"Hourly","PH19042823","50,703.07"
"Block","PB19042900-01","2,806.12"
"Block","PB19042900-24","2,895.36"
"Hourly","PH19042900","5,060.29"
"Block","PB19042901-01","6,689.32"
"Hourly","PH19042901","12,213.81"
"Block","PB19042902-01","12,444.21"
"Hourly","PH19042902","24,448.31"
"Block","PB19042903-01","1,158.26"
"Hourly","PH19042903","1,388.87"
"Block","PB19042904-01","1,496.00"
"Hourly","PH19042904","1,388.45"
"Block","PB19042905-01","2,172.80"
"Hourly","PH19042905","2,062.97"
"Block","PB19042906-01","1,548.09"
"Hourly","PH19042906","2,244.01"
"Block","PB19042907-01","1,711.00"
"Hourly","PH19042907","6,098.85"
"Block","PB19042908-01","33,250.70"
"Hourly","PH19042908","68,066.65"
"Block","PB19042909-01","29,912.93"
"Hourly","PH19042909","69,710.23"
"Block","PB19042910-01","25,266.36"
"Hourly","PH19042910","75,585.27"
"Block","PB19042911-01","41,060.36"
"Hourly","PH19042911","113,771.59"
"Block","PB19042912-01","18,904.82"
"Hourly","PH19042912","69,869.12"
"Block","PB19042913-01","11,226.94"
"Hourly","PH19042913","50,820.73"
"Block","PB19042914-01","18,838.18"
"Hourly","PH19042914","115,284.58"
"Block","PB19042915-01","17,680.06"
"Hourly","PH19042915","91,917.38"
"Block","PB19042916-01","31,659.17"
"Hourly","PH19042916","51,464.91"
"Block","PB19042917-01","60,759.92"
"Hourly","PH19042917","107,261.20"
"Block","PB19042918-01","51,464.40"
"Hourly","PH19042918","199,679.47"
"Block","PB19042919-01","66,887.96"
"Hourly","PH19042919","176,819.92"
"Block","PB19042920-01","69,641.63"
"Hourly","PH19042920","204,785.33"
"Block","PB19042921-01","86,897.03"
"Hourly","PH19042921","146,838.09"
"Block","PB19042922-01","56,627.93"
"Hourly","PH19042922","105,444.31"
"Block","PB19042923-01","36,848.50"
"Hourly","PH19042923","77,424.16"
"Block","PB19043000-01","7,252.33"
"Hourly","PH19043000","3,500.80"
"Block","PB19043000-24","1,782.72"
"Block","PB19043001-01","15,188.34"
"Hourly","PH19043001","14,854.58"
"Block","PB19043002-01","13,491.50"
"Hourly","PH19043002","13,670.52"
"Hourly","PH19043003","2,231.53"
"Block","PB19043003-01","1,192.54"
"Hourly","PH19043004","2,068.69"
"Block","PB19043004-01","1,318.35"
"Block","PB19043005-01","1,233.44"
"Hourly","PH19043005","2,185.08"
"Block","PB19043006-01","550.58"
"Hourly","PH19043006","751.83"
"Hourly","PH19043007","24,282.30"
"Block","PB19043007-01","21,363.28"
"Block","PB19043007-02","300.00"
"Block","PB19043008-01","55,289.35"
"Hourly","PH19043008","81,629.17"
"Block","PB19043009-01","35,138.61"
"Hourly","PH19043009","29,344.29"
"Block","PB19043010-01","25,010.04"
"Hourly","PH19043010","44,482.50"
"Block","PB19043011-01","13,672.17"
"Hourly","PH19043011","20,864.15"
"Hourly","PH19043012","2,140.45"
"Block","PB19043012-02","704.00"
"Block","PB19043012-01","252.40"
"Block","PB19043013-01","476.70"
"Hourly","PH19043013","2,303.97"
"Block","PB19043013-02","414.00"
"Hourly","PH19043014","1,803.47"
"Block","PB19043014-01","533.20"
"Block","PB19043014-02","580.90"
"Hourly","PH19043015","1,039.15"
"Block","PB19043015-01","581.35"
"Hourly","PH19043016","24,245.86"
"Block","PB19043016-01","20,040.00"
"Hourly","PH19043017","86,609.36"
"Block","PB19043017-01","49,217.42"
"Block","PB19043018-01","56,568.30"
"Hourly","PH19043018","95,570.87"
"Hourly","PH19043019","182,299.04"
"Block","PB19043019-01","62,561.62"
"Block","PB19043019-02","2,279.00"
"Block","PB19043020-01","68,599.84"
"Hourly","PH19043020","182,267.81"
"Hourly","PH19043021","105,812.75"
"Block","PB19043021-01","44,614.67"
"Block","PB19043022-01","37,296.92"
"Hourly","PH19043022","63,831.70"
"Block","PB19043023-01","12,632.12"
"Hourly","PH19043023","15,709.88"
"Block","PB19050100-01","66,773.64"
"Block","PB19050100-24","2,329.34"
"Hourly","PH19050100","24,400.18"
"Hourly","PH19050101","23,578.19"
"Block","PB19050101-01","49,494.72"
"Block","PB19050102-01","47,164.12"
"Hourly","PH19050102","9,582.59"
"Block","PB19050103-01","5,621.77"
"Hourly","PH19050103","1,306.00"
"Hourly","PH19050104","1,801.73"
"Block","PB19050104-01","5,662.67"
"Block","PB19050105-01","4,064.78"
"Hourly","PH19050105","2,033.95"
"Block","PB19050105-02","1,267.42"
"Hourly","PH19050106","976.80"
"Block","PB19050106-01","843.59"
"Block","PB19050107-01","3,900.29"
"Hourly","PH19050107","1,358.02"
"Block","PB19050108-01","39,710.67"
"Hourly","PH19050108","20,607.91"
"Block","PB19050109-01","34,823.94"
"Hourly","PH19050109","20,860.00"
"Hourly","PH19050110","28,913.13"
"Block","PB19050110-01","28,318.31"
"Block","PB19050111-01","29,028.44"
"Hourly","PH19050111","27,702.56"
"Block","PB19050112-01","1,722.46"
"Hourly","PH19050112","2,288.58"
"Block","PB19050112-02","400.00"
"Block","PB19050113-01","2,730.50"
"Hourly","PH19050113","2,995.13"
"Block","PB19050114-04","22,770.00"
"Hourly","PH19050114","11,217.80"
"Block","PB19050114-01","7,340.00"
"Block","PB19050114-02","350.00"
"Block","PB19050115-03","160,080.00"
"Block","PB19050115-01","7,177.50"
"Hourly","PH19050115","13,444.68"
"Block","PB19050116-01","27,882.05"
"Hourly","PH19050116","32,345.88"
"Block","PB19050117-01","49,785.52"
"Hourly","PH19050117","43,086.74"
"Hourly","PH19050118","37,015.60"
"Block","PB19050118-06","9,627.84"
"Block","PB19050118-01","88,745.57"
"Block","PB19050118-02","221,480.00"
"Block","PB19050119-01","167,482.24"
"Hourly","PH19050119","110,250.30"
"Block","PB19050120-04","334,440.00"
"Hourly","PH19050120","62,742.95"
"Block","PB19050120-01","109,242.20"
"Hourly","PH19050121","135,750.49"
"Block","PB19050121-01","107,715.71"
"Block","PB19050122-01","104,386.22"
"Hourly","PH19050122","65,615.80"
"Hourly","PH19050123","40,691.85"
"Block","PB19050123-01","86,428.76"
"Hourly","PH19050200","2,454.77"
"Block","PB19050200-24","4,125.12"
"Block","PB19050200-01","13,012.28"
"Block","PB19050201-01","34,311.57"
"Hourly","PH19050201","6,603.81"
"Block","PB19050202-01","35,267.40"
"Hourly","PH19050202","8,359.78"
"Hourly","PH19050203","1,984.46"
"Block","PB19050203-01","7,220.00"
"Hourly","PH19050204","4,639.37"
"Block","PB19050204-01","13,134.30"
"Block","PB19050205-01","27,551.94"
"Hourly","PH19050205","9,277.04"
"Hourly","PH19050206","5,882.16"
"Block","PB19050206-01","17,456.22"
"Hourly","PH19050207","31,188.44"
"Block","PB19050207-01","50,153.06"
"Block","PB19050208-01","69,712.24"
"Hourly","PH19050208","51,473.71"
"Block","PB19050209-01","49,764.23"
"Hourly","PH19050209","111,138.31"
"Block","PB19050210-01","50,432.94"
"Hourly","PH19050210","115,282.81"
"Block","PB19050211-01","67,463.67"
"Block","PB19050211-04","0.00"
"Block","PB19050211-05","203,066.85"
"Hourly","PH19050211","227,686.64"
"Block","PB19050212-01","39,743.00"
"Hourly","PH19050212","167,737.32"
"Hourly","PH19050213","179,441.98"
"Block","PB19050213-03","714.00"
"Block","PB19050213-01","53,810.24"
"Block","PB19050214-10","4,199.70"
"Block","PB19050214-01","70,060.68"
"Hourly","PH19050214","237,096.07"
"Block","PB19050215-01","100,041.89"
"Hourly","PH19050215","241,235.17"
"Hourly","PH19050216","184,186.20"
"Block","PB19050216-04","179,413.32"
"Block","PB19050216-01","73,486.86"
"Hourly","PH19050217","295,501.29"
"Block","PB19050217-01","82,933.80"
"Hourly","PH19050218","257,706.92"
"Block","PB19050218-01","107,614.08"
"Block","PB19050219-01","78,523.75"
"Hourly","PH19050219","243,388.11"
"Block","PB19050220-01","83,630.72"
"Hourly","PH19050220","229,281.25"
"Block","PB19050221-01","68,797.26"
"Block","PB19050221-02","4,200.00"
"Hourly","PH19050221","214,783.04"
"Hourly","PH19050222","213,483.38"
"Block","PB19050222-01","74,560.80"
"Hourly","PH19050223","185,349.12"
"Block","PB19050223-01","48,040.79"
"Block","PB19050300-01","25,131.69"
"Block","PB19050300-24","4,014.72"
"Hourly","PH19050300","109,881.50"
"Block","PB19050301-01","30,010.63"
"Block","PB19050301-03","0.00"
"Block","PB19050301-23","48,530.00"
"Hourly","PH19050301","102,390.88"
"Hourly","PH19050302","105,457.97"
"Block","PB19050302-01","25,765.22"
"Block","PB19050303-01","35,489.22"
"Block","PB19050303-21","0.00"
"Hourly","PH19050303","94,371.07"
"Hourly","PH19050304","92,913.68"
"Block","PB19050304-01","37,880.48"
"Block","PB19050305-01","40,676.10"
"Hourly","PH19050305","91,897.84"
"Hourly","PH19050306","18,911.22"
"Block","PB19050306-01","14,706.83"
"Block","PB19050306-05","5,000.00"
