"Contract Type","Contract Name","Min. Offer Price (TL/MWh)","Max. Offer Price (TL/MWh)"
"Hourly","PH19021504","143.00","300.00"
"Block","PB19021504-01","154.58","172.09"
"Hourly","PH19021505","170.00","299.98"
"Block","PB19021505-01","173.53","251.00"
"Block","PB19021506-01","238.37","340.99"
"Hourly","PH19021506","230.00","340.00"
"Block","PB19021506-04","288.00","288.00"
"Block","PB19021507-01","288.99","291.32"
"Hourly","PH19021507","280.00","360.00"
"Block","PB19021508-01","303.55","354.60"
"Hourly","PH19021508","300.00","383.00"
"Block","PB19021509-01","319.22","329.59"
"Hourly","PH19021509","310.00","390.00"
"Hourly","PH19021510","313.20","385.00"
"Block","PB19021510-01","40.00","339.00"
"Block","PB19021511-01","321.46","355.99"
"Hourly","PH19021511","316.50","380.00"
"Hourly","PH19021512","210.00","340.00"
"Block","PB19021512-01","264.03","283.00"
"Block","PB19021513-01","197.79","216.00"
"Hourly","PH19021513","183.49","299.98"
"Hourly","PH19021514","290.00","349.90"
"Block","PB19021514-01","295.12","321.00"
"Hourly","PH19021515","289.41","370.00"
"Block","PB19021515-01","296.54","317.00"
"Hourly","PH19021516","306.10","369.90"
"Block","PB19021516-01","319.99","333.02"
"Block","PB19021517-04","0.00","0.00"
"Hourly","PH19021517","321.90","380.00"
"Block","PB19021517-01","321.96","332.48"
"Block","PB19021518-01","315.17","327.91"
"Block","PB19021518-03","23.00","33.00"
"Block","PB19021518-04","292.20","292.20"
"Hourly","PH19021518","308.91","380.00"
"Block","PB19021519-01","309.01","322.72"
"Hourly","PH19021519","310.00","380.00"
"Block","PB19021520-01","248.17","259.00"
"Hourly","PH19021520","248.92","340.00"
"Hourly","PH19021521","270.00","340.00"
"Block","PB19021521-01","40.00","276.00"
"Hourly","PH19021522","260.00","350.00"
"Block","PB19021522-01","40.00","280.99"
"Block","PB19021522-02","260.00","260.00"
"Hourly","PH19021523","259.99","500.00"
"Block","PB19021523-01","40.00","275.80"
"Block","PB19021600-01","199.13","207.99"
"Hourly","PH19021600","184.94","301.00"
"Block","PB19021601-01","299.90","316.00"
"Hourly","PH19021601","280.96","399.55"
"Block","PB19021602-01","199.73","215.95"
"Hourly","PH19021602","184.95","310.00"
"Hourly","PH19021603","184.94","310.00"
"Block","PB19021603-01","199.00","201.98"
"Hourly","PH19021604","138.92","300.00"
"Block","PB19021604-01","153.54","160.99"
"Block","PB19021605-01","152.54","160.79"
"Hourly","PH19021605","100.00","300.00"
"Block","PB19021606-01","199.99","206.00"
"Hourly","PH19021606","184.94","310.00"
"Block","PB19021607-03","240.00","240.00"
"Hourly","PH19021607","122.00","340.00"
"Block","PB19021607-01","214.40","243.57"
"Block","PB19021608-01","279.54","301.00"
"Hourly","PH19021608","122.00","379.08"
"Hourly","PH19021609","184.95","320.00"
"Block","PB19021609-01","187.02","201.97"
"Block","PB19021610-05","0.00","0.00"
"Hourly","PH19021610","205.00","380.00"
"Block","PB19021610-01","286.00","301.91"
"Block","PB19021611-01","299.99","341.98"
"Hourly","PH19021611","245.00","370.00"
"Block","PB19021612-01","246.02","247.02"
"Hourly","PH19021612","220.00","350.00"
"Block","PB19021613-01","234.00","248.34"
"Hourly","PH19021613","220.00","350.00"
"Block","PB19021614-01","232.81","246.55"
"Hourly","PH19021614","220.00","350.00"
"Block","PB19021615-01","231.34","246.47"
"Hourly","PH19021615","226.14","350.00"
"Block","PB19021616-01","40.00","255.00"
"Hourly","PH19021616","230.00","350.00"
"Block","PB19021617-01","319.53","326.99"
"Hourly","PH19021617","300.00","380.00"
"Hourly","PH19021618","305.87","380.00"
"Block","PB19021618-01","325.67","341.00"
"Block","PB19021619-01","325.52","340.70"
"Hourly","PH19021619","305.87","456.00"
"Block","PB19021620-02","313.52","313.52"
"Block","PB19021620-01","321.77","361.00"
"Hourly","PH19021620","304.02","380.00"
"Block","PB19021621-01","300.00","328.90"
"Hourly","PH19021621","284.14","373.00"
"Block","PB19021622-02","283.01","283.01"
"Block","PB19021622-01","280.00","310.99"
"Hourly","PH19021622","264.49","360.00"
"Hourly","PH19021623","270.00","360.00"
"Block","PB19021623-01","280.00","300.98"
"Block","PB19021700-01","271.01","279.99"
"Hourly","PH19021700","256.73","380.00"
"Block","PB19021701-01","319.81","351.00"
"Hourly","PH19021701","300.97","400.00"
"Block","PB19021702-01","249.00","261.00"
"Hourly","PH19021702","241.79","300.00"
"Block","PB19021703-01","40.00","299.90"
"Hourly","PH19021703","194.97","301.11"
"Hourly","PH19021704","194.96","300.00"
"Block","PB19021704-01","40.00","235.50"
"Hourly","PH19021705","194.97","310.00"
"Block","PB19021705-01","40.00","216.00"
"Hourly","PH19021706","194.97","300.00"
"Block","PB19021706-01","40.00","300.00"
"Hourly","PH19021707","269.99","350.00"
"Block","PB19021707-01","40.00","294.00"
"Block","PB19021708-01","40.00","91.00"
"Hourly","PH19021708","55.00","200.00"
"Block","PB19021709-01","0.00","40.00"
"Hourly","PH19021709","5.02","100.00"
"Hourly","PH19021710","9.71","221.00"
"Block","PB19021710-01","10.01","201.00"
"Hourly","PH19021711","271.58","330.00"
"Block","PB19021711-01","40.00","327.00"
"Block","PB19021712-01","40.00","134.99"
"Hourly","PH19021712","123.30","250.00"
"Hourly","PH19021713","193.90","300.00"
"Block","PB19021713-01","40.00","201.99"
"Hourly","PH19021714","168.26","300.00"
"Block","PB19021714-01","40.00","186.00"
"Block","PB19021715-01","40.00","239.00"
"Hourly","PH19021715","179.90","300.00"
"Block","PB19021716-03","290.00","290.00"
"Block","PB19021716-01","40.00","244.60"
"Hourly","PH19021716","227.01","330.00"
"Hourly","PH19021717","290.99","370.00"
"Block","PB19021717-01","40.00","308.14"
"Block","PB19021718-06","328.35","328.35"
"Block","PB19021718-01","40.00","336.62"
"Hourly","PH19021718","317.95","390.00"
"Hourly","PH19021719","319.71","390.00"
"Block","PB19021719-01","40.00","343.00"
"Block","PB19021720-01","40.00","344.00"
"Hourly","PH19021720","319.71","377.00"
"Block","PB19021721-01","40.01","340.00"
"Block","PB19021721-02","328.70","328.70"
"Hourly","PH19021721","329.00","388.00"
"Hourly","PH19021722","308.47","380.00"
"Block","PB19021722-01","40.00","362.10"
"Block","PB19021723-01","40.01","327.47"
"Hourly","PH19021723","315.92","390.00"
"Block","PB19021800-01","40.00","252.97"
"Hourly","PH19021800","230.01","300.00"
"Block","PB19021800-08","242.81","242.81"
"Block","PB19021801-01","40.00","305.90"
"Block","PB19021801-05","220.80","220.80"
"Hourly","PH19021801","290.01","349.00"
"Block","PB19021802-01","40.00","211.10"
"Hourly","PH19021802","194.97","320.00"
"Block","PB19021803-01","40.00","211.00"
"Hourly","PH19021803","194.97","320.00"
"Hourly","PH19021804","194.97","320.00"
"Block","PB19021804-01","40.00","210.84"
"Block","PB19021805-01","200.72","230.00"
"Hourly","PH19021805","194.97","320.00"
"Hourly","PH19021806","291.00","380.00"
"Block","PB19021806-01","40.00","300.00"
"Hourly","PH19021807","268.00","360.00"
"Block","PB19021807-01","40.00","287.48"
"Hourly","PH19021808","314.00","375.00"
"Block","PB19021808-16","300.00","300.00"
"Block","PB19021808-01","313.01","324.98"
"Block","PB19021809-01","305.04","323.24"
"Hourly","PH19021809","306.00","375.00"
"Block","PB19021810-01","40.00","322.98"
"Hourly","PH19021810","315.00","375.00"
"Hourly","PH19021811","310.10","374.00"
"Block","PB19021811-01","324.02","330.48"
"Hourly","PH19021812","285.00","349.90"
"Block","PB19021812-01","40.00","300.00"
"Block","PB19021813-01","40.00","261.18"
"Hourly","PH19021813","251.71","500.00"
"Block","PB19021814-01","40.00","278.42"
"Hourly","PH19021814","268.16","324.00"
"Block","PB19021815-01","40.00","275.00"
"Hourly","PH19021815","260.00","319.00"
"Block","PB19021816-01","40.00","205.00"
"Hourly","PH19021816","194.97","330.00"
"Block","PB19021817-01","41.01","305.65"
"Hourly","PH19021817","200.00","354.00"
"Block","PB19021818-01","40.00","326.33"
"Hourly","PH19021818","300.00","380.00"
"Hourly","PH19021819","234.00","374.00"
"Block","PB19021819-01","40.00","325.36"
"Hourly","PH19021820","288.00","354.00"
"Block","PB19021820-01","288.89","306.67"
"Block","PB19021821-01","279.50","300.00"
"Hourly","PH19021821","209.97","349.00"
"Block","PB19021822-01","40.00","320.94"
"Hourly","PH19021822","290.00","369.00"
"Hourly","PH19021823","250.00","339.00"
"Block","PB19021823-01","40.00","290.58"
"Block","PB19021900-01","40.00","200.75"
"Hourly","PH19021900","180.00","300.00"
"Block","PB19021901-01","40.00","299.42"
"Hourly","PH19021901","279.03","400.00"
"Block","PB19021902-01","40.00","282.99"
"Hourly","PH19021902","265.00","380.00"
"Block","PB19021903-01","40.00","268.42"
"Hourly","PH19021903","250.00","350.00"
"Block","PB19021904-01","40.00","255.66"
"Hourly","PH19021904","235.03","350.00"
"Block","PB19021905-01","40.00","281.00"
"Hourly","PH19021905","270.00","350.00"
"Block","PB19021906-01","40.00","298.43"
"Hourly","PH19021906","279.03","400.00"
"Block","PB19021907-01","40.00","298.20"
"Hourly","PH19021907","279.04","400.00"
"Block","PB19021908-01","40.00","322.92"
"Hourly","PH19021908","301.41","400.00"
"Block","PB19021909-01","40.00","299.99"
"Hourly","PH19021909","280.96","400.00"
"Block","PB19021910-01","40.00","268.70"
"Hourly","PH19021910","250.00","350.00"
"Block","PB19021911-01","40.00","301.38"
"Hourly","PH19021911","280.00","400.00"
"Block","PB19021912-03","237.00","237.00"
"Block","PB19021912-01","40.00","201.09"
"Hourly","PH19021912","180.01","299.00"
"Block","PB19021913-01","40.00","251.58"
"Hourly","PH19021913","229.00","350.00"
"Block","PB19021914-01","40.00","260.77"
"Hourly","PH19021914","240.00","500.00"
"Block","PB19021915-01","40.00","259.74"
"Hourly","PH19021915","240.00","499.00"
"Block","PB19021916-03","297.60","297.70"
"Block","PB19021916-01","40.00","269.99"
"Hourly","PH19021916","246.01","499.00"
"Block","PB19021917-02","311.66","311.66"
"Block","PB19021917-01","40.00","300.00"
"Hourly","PH19021917","250.00","999.00"
"Block","PB19021918-01","40.00","325.00"
"Hourly","PH19021918","275.00","499.00"
"Block","PB19021919-05","310.00","310.00"
"Block","PB19021919-01","40.00","323.57"
"Hourly","PH19021919","285.00","499.00"
"Block","PB19021920-01","40.00","323.82"
"Hourly","PH19021920","275.01","499.00"
"Block","PB19021921-01","40.00","306.22"
"Hourly","PH19021921","260.01","999.00"
"Block","PB19021922-01","40.00","321.68"
"Hourly","PH19021922","261.01","499.00"
"Block","PB19021923-01","40.00","282.85"
"Hourly","PH19021923","250.01","999.00"
"Block","PB19022000-01","40.00","127.45"
"Hourly","PH19022000","125.00","175.00"
"Hourly","PH19022001","292.33","360.00"
"Block","PB19022001-01","40.00","308.98"
"Hourly","PH19022002","282.00","360.00"
"Block","PB19022002-01","40.00","301.79"
"Hourly","PH19022003","265.00","350.00"
"Block","PB19022003-01","40.00","275.09"
"Block","PB19022004-01","40.00","268.42"
"Hourly","PH19022004","255.00","340.00"
"Hourly","PH19022005","280.00","370.00"
"Block","PB19022005-01","40.00","295.31"
"Block","PB19022006-01","40.00","288.00"
"Hourly","PH19022006","278.00","360.00"
"Block","PB19022007-01","40.00","306.99"
"Hourly","PH19022007","291.31","365.00"
"Hourly","PH19022008","323.52","384.00"
"Block","PB19022008-01","40.00","333.22"
"Block","PB19022009-01","40.00","323.37"
"Hourly","PH19022009","320.00","384.00"
"Block","PB19022010-01","40.00","299.99"
"Hourly","PH19022010","280.96","370.00"
"Block","PB19022010-02","300.00","300.00"
"Block","PB19022011-01","40.00","300.91"
"Hourly","PH19022011","280.96","360.00"
"Block","PB19022012-01","40.00","232.86"
"Hourly","PH19022012","214.38","330.00"
"Hourly","PH19022013","232.39","340.00"
"Block","PB19022013-01","40.00","251.70"
"Block","PB19022014-01","40.00","270.14"
"Hourly","PH19022014","187.00","350.00"
"Block","PB19022015-01","40.00","269.72"
"Hourly","PH19022015","200.00","350.00"
"Block","PB19022016-01","40.00","261.48"
"Hourly","PH19022016","200.00","340.00"
"Hourly","PH19022017","262.00","340.00"
"Block","PB19022017-01","40.00","270.00"
"Block","PB19022018-01","40.00","320.88"
"Hourly","PH19022018","300.00","380.00"
"Block","PB19022019-01","40.00","331.97"
"Hourly","PH19022019","305.00","380.00"
"Block","PB19022020-01","40.00","309.01"
"Hourly","PH19022020","291.10","370.00"
"Hourly","PH19022021","280.00","350.00"
"Block","PB19022021-01","40.00","290.52"
"Hourly","PH19022022","280.00","360.00"
"Block","PB19022022-01","40.00","297.72"
"Block","PB19022023-01","40.00","277.57"
"Hourly","PH19022023","251.37","340.00"
"Block","PB19022100-01","40.00","205.01"
"Hourly","PH19022100","205.00","300.00"
"Block","PB19022101-01","40.00","300.99"
"Hourly","PH19022101","280.96","390.00"
"Block","PB19022102-01","40.00","288.38"
"Hourly","PH19022102","261.56","379.00"
"Block","PB19022103-01","40.00","260.26"
"Hourly","PH19022103","242.17","360.00"
"Block","PB19022104-01","40.00","207.98"
"Hourly","PH19022104","169.99","287.00"
"Block","PB19022105-01","40.00","268.43"
"Hourly","PH19022105","250.35","350.00"
"Block","PB19022106-01","40.00","290.61"
"Hourly","PH19022106","190.00","370.00"
"Block","PB19022107-01","40.00","329.63"
"Hourly","PH19022107","317.00","380.00"
"Block","PB19022108-01","40.00","323.05"
"Hourly","PH19022108","320.00","380.00"
"Block","PB19022109-01","40.00","330.90"
"Hourly","PH19022109","300.00","1,301.03"
"Block","PB19022110-01","40.00","259.92"
"Hourly","PH19022110","259.00","340.00"
"Block","PB19022111-01","300.00","301.02"
"Hourly","PH19022111","299.00","370.00"
"Block","PB19022112-01","40.00","250.00"
"Hourly","PH19022112","245.00","330.00"
"Block","PB19022113-01","40.00","210.00"
"Hourly","PH19022113","200.10","300.00"
"Block","PB19022114-01","40.00","250.19"
"Hourly","PH19022114","250.00","340.00"
"Block","PB19022115-01","40.00","251.55"
"Hourly","PH19022115","250.00","320.00"
"Block","PB19022116-01","40.00","500.00"
"Hourly","PH19022116","238.79","1,237.64"
"Block","PB19022117-01","40.00","278.08"
"Block","PB19022117-05","0.00","0.00"
"Hourly","PH19022117","268.00","330.00"
"Block","PB19022118-01","40.00","305.63"
"Hourly","PH19022118","305.00","1,305.01"
"Block","PB19022119-01","40.00","324.64"
"Hourly","PH19022119","320.00","1,319.21"
"Block","PB19022120-01","40.00","321.66"
"Hourly","PH19022120","301.74","381.00"
"Block","PB19022121-03","290.00","290.00"
"Block","PB19022121-01","40.00","290.00"
"Hourly","PH19022121","271.27","350.00"
"Block","PB19022122-01","40.00","300.55"
"Hourly","PH19022122","280.96","370.00"
"Block","PB19022123-01","40.00","289.49"
"Hourly","PH19022123","262.60","350.00"
"Hourly","PH19022200","150.00","193.49"
"Block","PB19022200-01","40.00","163.49"
"Block","PB19022201-01","40.00","300.00"
"Hourly","PH19022201","290.95","370.00"
"Block","PB19022202-01","40.00","300.41"
"Hourly","PH19022202","290.94","370.00"
"Hourly","PH19022203","274.00","365.00"
"Block","PB19022203-01","40.00","285.02"
"Hourly","PH19022204","259.01","350.00"
"Block","PB19022204-01","40.00","270.58"
"Hourly","PH19022205","30.00","350.00"
"Block","PB19022205-01","40.00","271.65"
"Block","PB19022206-01","40.00","290.28"
"Hourly","PH19022206","250.00","360.00"
"Block","PB19022207-01","40.00","321.20"
"Hourly","PH19022207","310.00","385.00"
"Block","PB19022208-01","40.00","326.77"
"Hourly","PH19022208","315.00","387.00"
"Hourly","PH19022209","316.00","385.00"
"Block","PB19022209-01","40.00","327.65"
"Block","PB19022210-01","40.00","325.22"
"Hourly","PH19022210","313.81","385.00"
"Block","PB19022211-01","40.00","326.00"
"Hourly","PH19022211","314.63","385.00"
"Hourly","PH19022212","260.93","340.00"
"Block","PB19022212-01","40.00","269.00"
"Block","PB19022213-01","40.00","100.00"
"Hourly","PH19022213","90.07","175.00"
"Hourly","PH19022214","250.89","340.00"
"Block","PB19022214-01","40.00","270.80"
"Block","PB19022214-05","293.73","293.73"
"Block","PB19022215-01","100.01","270.85"
"Hourly","PH19022215","261.90","340.00"
"Hourly","PH19022216","260.15","360.00"
"Block","PB19022216-01","40.00","286.07"
"Block","PB19022217-01","40.00","320.89"
"Hourly","PH19022217","310.00","380.00"
"Block","PB19022218-01","40.00","325.29"
"Hourly","PH19022218","300.00","380.00"
"Hourly","PH19022219","310.00","500.00"
"Block","PB19022219-01","40.00","324.34"
"Block","PB19022219-05","302.93","302.93"
"Block","PB19022220-01","40.00","323.00"
"Hourly","PH19022220","301.94","385.00"
"Hourly","PH19022221","300.00","380.00"
"Block","PB19022221-01","40.00","321.34"
"Block","PB19022222-02","275.00","275.00"
"Hourly","PH19022222","270.00","360.00"
"Block","PB19022222-01","40.00","281.51"
"Block","PB19022223-01","40.00","280.00"
"Hourly","PH19022223","255.00","340.00"
"Block","PB19022300-05","264.64","264.64"
"Block","PB19022300-01","40.00","300.00"
"Hourly","PH19022300","0.00","303.17"
"Block","PB19022301-01","40.00","301.01"
"Hourly","PH19022301","265.00","310.00"
"Hourly","PH19022302","251.16","350.00"
"Block","PB19022302-01","40.00","271.21"
"Block","PB19022303-01","40.00","297.00"
"Hourly","PH19022303","270.00","370.00"
"Hourly","PH19022304","143.24","250.00"
"Block","PB19022304-04","0.00","0.00"
"Block","PB19022304-01","40.00","162.00"
"Block","PB19022304-02","0.00","0.00"
"Hourly","PH19022305","143.23","400.00"
"Block","PB19022305-01","40.00","160.00"
"Block","PB19022306-01","40.00","250.00"
"Block","PB19022306-18","0.00","0.00"
"Hourly","PH19022306","232.38","2,000.00"
"Hourly","PH19022307","261.56","350.00"
"Block","PB19022307-01","40.00","280.00"
"Block","PB19022308-01","40.00","322.67"
"Hourly","PH19022308","295.00","380.00"
"Block","PB19022309-01","40.00","300.00"
"Hourly","PH19022309","240.00","380.00"
"Block","PB19022309-03","0.00","0.00"
"Block","PB19022310-01","40.00","322.47"
"Hourly","PH19022310","300.00","380.00"
"Block","PB19022311-01","40.00","320.04"
"Hourly","PH19022311","288.00","380.00"
"Hourly","PH19022312","232.50","330.00"
"Block","PB19022312-01","40.00","249.99"
"Block","PB19022313-01","40.00","250.00"
"Hourly","PH19022313","220.00","251.00"
"Block","PB19022314-01","40.00","260.33"
"Hourly","PH19022314","0.00","259.95"
"Hourly","PH19022315","226.81","243.50"
"Block","PB19022315-01","40.00","244.32"
"Hourly","PH19022316","122.22","155.00"
"Block","PB19022316-01","40.00","126.00"
