"Contract Type","Contract Name","Bid Quantity (MWh)","Offer Quantity (MWh)"
"Hourly","PH19053103","910.40","476.70"
"Hourly","PH19053104","1,262.70","928.20"
"Block","PB19053104-01","181.10","181.10"
"Block","PB19053105-01","145.80","145.80"
"Hourly","PH19053105","289.30","775.70"
"Block","PB19053106-01","154.60","149.00"
"Hourly","PH19053106","236.10","901.90"
"Block","PB19053107-01","176.40","176.40"
"Hourly","PH19053107","1,127.40","592.80"
"Hourly","PH19053108","2,125.30","973.60"
"Block","PB19053108-01","145.90","145.90"
"Block","PB19053109-03","8.00","8.00"
"Hourly","PH19053109","1,382.10","837.30"
"Block","PB19053109-01","165.30","165.30"
"Block","PB19053110-01","185.50","184.50"
"Hourly","PH19053110","2,801.60","1,212.40"
"Hourly","PH19053111","3,021.10","1,075.70"
"Block","PB19053111-01","187.40","207.40"
"Block","PB19053112-01","223.40","238.40"
"Hourly","PH19053112","1,188.00","1,421.70"
"Block","PB19053112-12","4.00","0.00"
"Block","PB19053113-01","678.60","454.10"
"Hourly","PH19053113","1,385.70","1,841.50"
"Block","PB19053114-01","546.20","546.20"
"Hourly","PH19053114","5,205.70","1,597.20"
"Block","PB19053115-01","648.20","648.20"
"Hourly","PH19053115","1,970.20","2,359.40"
"Block","PB19053116-03","10.00","10.00"
"Block","PB19053116-01","287.80","287.80"
"Hourly","PH19053116","2,531.70","2,238.30"
"Block","PB19053117-01","254.40","254.40"
"Hourly","PH19053117","2,581.80","2,219.30"
"Hourly","PH19053118","8,465.50","1,642.70"
"Block","PB19053118-04","20.00","20.00"
"Block","PB19053118-03","30.00","30.00"
"Block","PB19053118-02","10.00","5.00"
"Block","PB19053118-01","227.40","232.40"
"Hourly","PH19053119","7,384.80","1,403.70"
"Block","PB19053119-01","298.80","298.80"
"Hourly","PH19053120","7,131.50","1,234.90"
"Block","PB19053120-01","226.90","226.90"
"Block","PB19053120-04","6.00","0.00"
"Block","PB19053121-01","275.80","275.80"
"Hourly","PH19053121","6,860.10","1,983.00"
"Hourly","PH19053122","6,901.00","2,165.00"
"Block","PB19053122-01","327.80","327.80"
"Block","PB19053123-01","347.30","347.30"
"Hourly","PH19053123","8,211.80","2,618.90"
"Block","PB19060100-01","186.90","186.90"
"Hourly","PH19060100","2,285.60","849.50"
"Block","PB19060101-01","135.60","134.80"
"Block","PB19060101-02","7.00","7.00"
"Hourly","PH19060101","2,673.30","504.00"
"Block","PB19060102-01","236.80","236.80"
"Hourly","PH19060102","2,922.10","341.80"
"Block","PB19060103-01","254.90","254.90"
"Hourly","PH19060103","3,150.60","476.10"
"Block","PB19060104-01","162.90","162.90"
"Hourly","PH19060104","2,801.40","440.20"
"Hourly","PH19060105","912.50","573.30"
"Block","PB19060105-01","181.30","181.30"
"Block","PB19060106-01","159.00","157.10"
"Hourly","PH19060106","1,174.50","613.50"
"Block","PB19060107-01","146.10","146.10"
"Hourly","PH19060107","995.40","466.80"
"Hourly","PH19060108","3,355.80","204.60"
"Block","PB19060108-01","185.50","185.50"
"Hourly","PH19060109","3,578.60","287.20"
"Block","PB19060109-04","1.00","1.00"
"Block","PB19060109-01","175.10","175.00"
"Hourly","PH19060110","3,774.80","397.50"
"Block","PB19060110-01","101.40","101.40"
"Block","PB19060111-01","194.90","194.90"
"Hourly","PH19060111","22,955.70","436.30"
"Block","PB19060112-01","145.40","145.40"
"Hourly","PH19060112","4,455.70","332.70"
"Hourly","PH19060113","5,463.70","351.60"
"Block","PB19060113-01","162.80","162.80"
"Hourly","PH19060114","5,982.10","359.30"
"Block","PB19060114-02","10.00","10.00"
"Block","PB19060114-01","186.70","186.70"
"Block","PB19060114-05","1.00","1.00"
"Hourly","PH19060115","12,505.40","365.30"
"Block","PB19060115-01","445.70","439.20"
"Hourly","PH19060116","13,844.80","388.60"
"Block","PB19060116-03","10.00","10.00"
"Block","PB19060116-01","340.30","340.30"
"Block","PB19060116-04","1.00","1.00"
"Block","PB19060117-01","324.50","324.50"
"Hourly","PH19060117","7,245.20","475.40"
"Hourly","PH19060118","7,518.30","449.10"
"Block","PB19060118-01","343.50","343.50"
"Block","PB19060119-01","394.30","394.30"
"Block","PB19060119-02","10.00","10.00"
"Hourly","PH19060119","7,507.00","742.20"
"Block","PB19060120-01","485.00","485.00"
"Block","PB19060120-04","1.00","1.00"
"Hourly","PH19060120","4,434.60","842.40"
"Hourly","PH19060121","6,651.10","743.40"
"Block","PB19060121-01","357.90","357.90"
"Block","PB19060122-01","377.10","379.60"
"Hourly","PH19060122","7,290.70","724.20"
"Hourly","PH19060123","7,332.10","575.30"
"Block","PB19060123-01","388.60","388.60"
"Hourly","PH19060200","668.60","317.00"
"Block","PB19060200-01","261.40","261.40"
"Block","PB19060200-09","12.00","12.00"
"Block","PB19060201-01","238.50","238.50"
"Hourly","PH19060201","1,083.70","331.00"
"Hourly","PH19060202","1,250.50","265.20"
"Block","PB19060202-01","228.60","228.60"
"Hourly","PH19060203","1,423.20","296.90"
"Block","PB19060203-01","348.50","228.50"
"Hourly","PH19060204","1,364.90","264.60"
"Block","PB19060204-01","148.10","148.10"
"Hourly","PH19060205","408.70","3,654.90"
"Block","PB19060205-01","138.50","138.50"
"Hourly","PH19060206","228.00","210.00"
"Block","PB19060206-01","238.70","232.00"
"Hourly","PH19060207","264.10","310.10"
"Block","PB19060207-01","203.80","199.60"
"Block","PB19060208-01","194.90","188.80"
"Hourly","PH19060208","1,090.70","294.40"
"Block","PB19060208-02","11.00","11.00"
"Block","PB19060208-03","150.00","150.00"
"Hourly","PH19060209","252.70","984.00"
"Block","PB19060209-01","203.40","202.20"
"Block","PB19060210-01","177.10","176.50"
"Hourly","PH19060210","324.70","1,214.00"
"Block","PB19060211-01","223.70","193.70"
"Hourly","PH19060211","781.50","694.20"
"Block","PB19060212-01","202.10","196.30"
"Hourly","PH19060212","1,584.10","736.00"
"Hourly","PH19060213","3,041.30","469.00"
"Block","PB19060213-01","258.60","258.60"
"Block","PB19060213-08","0.50","0.50"
"Block","PB19060214-01","339.00","339.00"
"Hourly","PH19060214","4,035.60","490.10"
"Block","PB19060215-01","318.00","318.00"
"Hourly","PH19060215","10,255.40","410.20"
"Hourly","PH19060216","10,940.60","516.80"
"Block","PB19060216-01","420.30","420.30"
"Hourly","PH19060217","1,278.90","598.50"
"Block","PB19060217-01","445.40","445.40"
"Block","PB19060218-06","31.00","31.00"
"Block","PB19060218-01","479.20","479.20"
"Hourly","PH19060218","4,430.10","872.30"
"Hourly","PH19060219","4,067.00","938.90"
"Block","PB19060219-01","406.00","406.00"
"Hourly","PH19060220","3,300.80","746.20"
"Block","PB19060220-01","395.30","395.30"
"Hourly","PH19060221","3,471.60","940.60"
"Block","PB19060221-01","390.60","390.60"
"Block","PB19060222-01","443.00","411.30"
"Hourly","PH19060222","3,548.70","1,185.10"
"Block","PB19060223-01","405.50","405.50"
"Hourly","PH19060223","3,603.50","2,065.30"
"Block","PB19060300-01","231.00","231.00"
"Hourly","PH19060300","2,735.30","350.80"
"Block","PB19060301-01","233.10","233.10"
"Hourly","PH19060301","2,655.00","349.80"
"Block","PB19060302-01","261.30","261.30"
"Hourly","PH19060302","3,911.10","444.50"
"Block","PB19060303-01","320.20","280.20"
"Hourly","PH19060303","2,958.30","2,006.40"
"Hourly","PH19060304","3,427.00","4,979.50"
"Block","PB19060304-01","273.70","273.70"
"Hourly","PH19060305","2,099.60","874.60"
"Block","PB19060305-01","272.60","257.70"
"Hourly","PH19060306","1,221.00","2,050.40"
"Block","PB19060306-01","268.70","246.10"
"Block","PB19060307-01","230.20","227.60"
"Hourly","PH19060307","3,058.70","1,367.90"
"Hourly","PH19060308","3,811.40","744.20"
"Block","PB19060308-09","3.70","3.70"
"Block","PB19060308-01","279.10","267.60"
"Block","PB19060309-08","18.00","18.00"
"Hourly","PH19060309","3,876.70","872.20"
"Block","PB19060309-01","266.50","254.10"
"Block","PB19060310-01","229.20","201.40"
"Block","PB19060310-02","49.10","49.10"
"Hourly","PH19060310","10,540.90","990.10"
"Block","PB19060311-01","212.00","197.50"
"Hourly","PH19060311","8,556.80","799.90"
"Hourly","PH19060312","5,739.90","1,070.10"
"Block","PB19060312-01","205.50","186.30"
"Block","PB19060313-01","347.70","329.10"
"Hourly","PH19060313","6,179.90","2,549.70"
"Hourly","PH19060314","1,369.60","2,247.00"
"Block","PB19060314-01","512.80","511.40"
"Block","PB19060314-10","50.00","50.00"
"Block","PB19060315-01","348.00","326.10"
"Hourly","PH19060315","1,542.30","2,357.90"
"Hourly","PH19060316","1,589.90","2,200.10"
"Block","PB19060316-01","312.40","309.80"
"Block","PB19060317-01","326.70","325.20"
"Hourly","PH19060317","1,560.00","2,401.00"
"Block","PB19060318-03","90.00","10.00"
"Block","PB19060318-01","483.80","403.80"
"Hourly","PH19060318","2,884.20","2,027.80"
"Hourly","PH19060319","4,221.20","4,618.70"
"Block","PB19060319-01","891.90","941.90"
"Hourly","PH19060320","4,459.50","3,725.50"
"Block","PB19060320-01","216.20","216.30"
"Block","PB19060320-04","0.50","0.50"
"Hourly","PH19060321","4,341.50","5,822.70"
"Block","PB19060321-01","244.30","244.30"
"Block","PB19060322-01","368.10","332.10"
"Hourly","PH19060322","3,583.10","6,132.50"
"Block","PB19060323-01","384.50","384.50"
"Hourly","PH19060323","3,539.80","5,995.00"
"Block","PB19060400-01","292.20","400.50"
"Hourly","PH19060400","418.00","1,139.40"
"Block","PB19060401-01","206.80","315.10"
"Hourly","PH19060401","538.70","472.70"
"Block","PB19060402-01","172.60","172.60"
"Hourly","PH19060402","460.20","521.10"
"Block","PB19060403-01","187.10","179.30"
"Hourly","PH19060403","344.50","483.40"
"Block","PB19060404-01","191.60","181.50"
"Block","PB19060404-16","7.60","7.60"
"Block","PB19060404-05","24.00","24.00"
"Hourly","PH19060404","344.00","261.50"
"Block","PB19060405-01","255.10","248.00"
"Hourly","PH19060405","281.10","255.30"
"Block","PB19060406-01","364.80","358.60"
"Hourly","PH19060406","274.70","356.90"
"Block","PB19060407-01","258.30","253.50"
"Hourly","PH19060407","250.00","1,692.30"
"Block","PB19060408-11","73.00","73.00"
"Block","PB19060408-01","228.70","228.90"
"Hourly","PH19060408","1,648.80","1,022.30"
"Block","PB19060409-09","12.00","12.00"
"Block","PB19060409-01","327.40","315.90"
"Hourly","PH19060409","1,709.50","1,426.60"
"Block","PB19060410-01","333.40","304.60"
"Hourly","PH19060410","1,651.10","1,335.20"
"Block","PB19060411-01","310.40","331.00"
"Hourly","PH19060411","1,915.00","1,453.70"
"Hourly","PH19060412","1,577.90","1,597.80"
"Block","PB19060412-01","309.60","326.10"
"Block","PB19060413-01","298.30","319.10"
"Hourly","PH19060413","2,850.70","1,375.00"
"Block","PB19060414-01","354.90","355.90"
"Hourly","PH19060414","2,216.60","1,347.70"
"Block","PB19060415-01","351.10","358.60"
"Hourly","PH19060415","2,129.30","1,860.30"
"Block","PB19060416-01","391.50","405.20"
"Hourly","PH19060416","4,726.70","1,372.10"
"Block","PB19060417-03","24.00","24.00"
"Block","PB19060417-01","277.70","301.50"
"Hourly","PH19060417","5,142.70","1,084.60"
"Block","PB19060418-01","257.10","224.30"
"Hourly","PH19060418","2,766.10","936.60"
"Block","PB19060419-01","235.40","224.00"
"Hourly","PH19060419","1,745.10","1,014.20"
"Block","PB19060420-01","324.10","324.10"
"Hourly","PH19060420","398.20","1,426.50"
"Block","PB19060421-01","347.70","347.70"
"Hourly","PH19060421","2,362.10","1,554.10"
"Block","PB19060422-01","212.20","212.20"
"Hourly","PH19060422","4,261.60","1,659.50"
"Block","PB19060423-01","215.30","215.30"
"Hourly","PH19060423","1,105.70","2,757.50"
"Hourly","PH19060500","682.00","385.10"
"Block","PB19060500-01","280.70","239.90"
"Hourly","PH19060501","771.20","332.90"
"Block","PB19060501-01","274.10","262.10"
"Hourly","PH19060502","510.40","267.50"
"Block","PB19060502-01","259.10","252.60"
"Block","PB19060503-01","256.20","252.40"
"Hourly","PH19060503","724.60","455.50"
"Block","PB19060504-13","7.80","7.80"
"Block","PB19060504-01","256.50","220.10"
"Hourly","PH19060504","632.90","352.10"
"Block","PB19060505-01","348.20","310.90"
"Hourly","PH19060505","769.50","583.10"
"Block","PB19060506-01","432.20","386.30"
"Hourly","PH19060506","626.00","543.10"
"Hourly","PH19060507","828.80","678.90"
"Block","PB19060507-01","412.20","314.70"
"Block","PB19060508-09","73.00","73.00"
"Hourly","PH19060508","526.70","680.70"
"Block","PB19060508-01","341.70","334.20"
"Hourly","PH19060509","1,557.50","541.70"
"Block","PB19060509-01","414.40","398.00"
"Hourly","PH19060510","699.10","861.20"
"Block","PB19060510-01","345.70","342.50"
"Block","PB19060511-01","283.10","280.80"
"Hourly","PH19060511","789.60","758.10"
"Block","PB19060512-01","516.70","503.80"
"Hourly","PH19060512","713.50","1,325.30"
"Hourly","PH19060513","975.20","1,452.60"
"Block","PB19060513-01","707.20","497.00"
"Block","PB19060514-02","150.00","150.00"
"Block","PB19060514-01","371.90","354.90"
"Hourly","PH19060514","1,179.30","1,210.80"
"Block","PB19060515-01","574.70","539.90"
"Hourly","PH19060515","996.50","1,655.00"
"Hourly","PH19060516","1,028.40","1,090.30"
"Block","PB19060516-01","623.80","569.90"
"Hourly","PH19060517","2,352.00","1,454.80"
"Block","PB19060517-01","641.00","635.00"
"Block","PB19060518-01","275.50","268.40"
"Hourly","PH19060518","900.80","1,167.20"
"Block","PB19060519-01","250.70","249.30"
"Hourly","PH19060519","3,941.40","1,338.80"
"Hourly","PH19060520","6,260.40","1,768.30"
"Block","PB19060520-01","203.80","203.80"
"Hourly","PH19060521","11,258.10","2,581.20"
"Block","PB19060521-01","305.10","305.10"
"Block","PB19060522-01","327.20","327.20"
"Hourly","PH19060522","11,310.40","1,868.60"
"Block","PB19060523-01","389.40","389.40"
"Hourly","PH19060523","756.40","4,554.90"
"Block","PB19060600-01","405.40","394.00"
"Block","PB19060600-24","1.40","1.40"
"Hourly","PH19060600","188.60","454.60"
"Hourly","PH19060601","284.30","543.20"
"Block","PB19060601-01","215.00","215.00"
"Block","PB19060602-01","173.00","173.00"
"Hourly","PH19060602","284.50","509.70"
"Block","PB19060603-01","308.60","283.30"
"Hourly","PH19060603","291.80","323.60"
"Block","PB19060604-01","358.40","355.20"
"Hourly","PH19060604","434.80","261.50"
"Hourly","PH19060605","595.00","154.50"
"Block","PB19060605-01","247.20","177.20"
"Block","PB19060605-06","233.00","233.00"
"Block","PB19060606-01","261.70","257.10"
"Hourly","PH19060606","683.70","241.40"
"Block","PB19060607-01","193.30","191.00"
"Hourly","PH19060607","525.40","279.00"
"Block","PB19060608-01","244.40","251.60"
"Hourly","PH19060608","220.10","515.40"
"Block","PB19060608-09","7.60","7.60"
"Hourly","PH19060609","234.50","366.10"
"Block","PB19060609-01","285.70","296.80"
"Block","PB19060610-01","198.60","209.50"
"Hourly","PH19060610","258.00","589.30"
"Hourly","PH19060611","320.60","634.00"
"Block","PB19060611-01","221.70","204.50"
"Hourly","PH19060612","442.50","704.30"
"Block","PB19060612-01","234.40","214.70"
"Block","PB19060613-01","391.80","375.20"
"Hourly","PH19060613","1,024.60","681.70"
"Block","PB19060614-01","389.60","376.70"
"Hourly","PH19060614","1,359.80","717.40"
"Block","PB19060615-01","428.60","419.00"
"Hourly","PH19060615","1,361.70","889.30"
"Hourly","PH19060616","691.50","1,012.00"
"Block","PB19060616-01","436.10","428.10"
"Block","PB19060617-01","291.20","275.90"
"Hourly","PH19060617","1,210.40","622.90"
"Hourly","PH19060618","2,048.30","1,214.10"
"Block","PB19060618-01","297.20","282.60"
"Block","PB19060619-01","330.10","330.10"
"Hourly","PH19060619","1,978.50","1,244.00"
"Block","PB19060620-04","20.00","20.00"
"Block","PB19060620-01","409.10","409.10"
"Hourly","PH19060620","6,358.90","358.50"
"Block","PB19060621-01","453.60","453.60"
"Hourly","PH19060621","6,844.00","344.10"
"Hourly","PH19060622","7,616.00","441.40"
"Block","PB19060622-01","459.70","459.70"
"Block","PB19060623-01","442.30","442.30"
"Hourly","PH19060623","8,267.30","453.80"
"Block","PB19060700-01","299.10","294.40"
"Hourly","PH19060700","404.90","332.10"
"Hourly","PH19060701","404.50","321.70"
"Block","PB19060701-01","207.00","207.00"
"Hourly","PH19060702","255.70","191.40"
"Block","PB19060702-01","166.80","166.80"
"Hourly","PH19060703","169.20","272.10"
"Block","PB19060703-01","358.20","358.20"
"Block","PB19060704-01","331.90","334.40"
"Hourly","PH19060704","166.50","491.20"
"Block","PB19060705-01","293.30","281.40"
"Hourly","PH19060705","136.40","446.70"
"Block","PB19060706-01","335.50","312.00"
"Hourly","PH19060706","1,196.20","397.70"
"Block","PB19060707-01","335.90","330.50"
"Hourly","PH19060707","848.00","346.70"
"Block","PB19060708-01","251.10","232.90"
"Hourly","PH19060708","418.80","4,111.60"
"Block","PB19060709-01","377.80","357.70"
"Hourly","PH19060709","1,085.20","1,616.00"
"Block","PB19060710-01","229.10","229.10"
"Hourly","PH19060710","1,284.80","1,115.50"
"Hourly","PH19060711","17,712.50","2,518.10"
"Block","PB19060711-01","502.00","502.00"
"Hourly","PH19060712","539.70","2,723.00"
"Block","PB19060712-01","217.10","217.10"
"Hourly","PH19060713","602.70","2,842.30"
"Block","PB19060713-01","231.90","231.90"
"Block","PB19060714-01","245.50","245.50"
"Hourly","PH19060714","668.00","4,643.20"
"Hourly","PH19060715","933.50","7,809.70"
"Block","PB19060715-01","203.40","203.40"
"Hourly","PH19060716","937.80","5,643.70"
"Block","PB19060716-01","250.70","250.70"
"Block","PB19060716-02","20.00","20.00"
"Block","PB19060717-01","304.40","304.40"
"Block","PB19060717-07","0.50","0.50"
"Hourly","PH19060717","1,031.50","6,007.60"
"Block","PB19060718-03","20.00","20.00"
"Block","PB19060718-01","221.60","221.60"
"Hourly","PH19060718","1,152.40","6,715.10"
"Block","PB19060719-04","0.50","0.50"
"Block","PB19060719-01","294.00","294.00"
"Hourly","PH19060719","1,146.60","6,008.00"
"Block","PB19060720-02","11.00","11.00"
"Block","PB19060720-01","321.50","321.50"
"Hourly","PH19060720","1,503.70","770.00"
"Block","PB19060721-01","281.10","281.10"
"Block","PB19060721-02","2.60","2.60"
"Block","PB19060721-03","20.00","20.00"
"Hourly","PH19060721","1,618.20","942.70"
"Block","PB19060722-01","269.40","269.40"
"Hourly","PH19060722","1,442.70","1,014.30"
"Block","PB19060723-01","279.50","279.50"
"Hourly","PH19060723","1,830.40","1,427.20"
"Block","PB19060800-01","288.10","288.10"
"Hourly","PH19060800","355.30","200.30"
"Block","PB19060801-01","362.80","364.80"
"Hourly","PH19060801","524.70","312.70"
"Block","PB19060802-01","346.20","454.20"
"Hourly","PH19060802","367.40","245.20"
"Hourly","PH19060803","434.10","299.30"
"Block","PB19060803-01","272.70","274.70"
"Hourly","PH19060804","401.80","710.00"
"Block","PB19060804-01","318.80","259.30"
"Block","PB19060805-01","245.50","275.60"
"Hourly","PH19060805","257.70","580.70"
"Hourly","PH19060806","273.90","412.50"
"Block","PB19060806-01","392.40","386.10"
"Hourly","PH19060807","288.90","466.00"
"Block","PB19060807-01","193.60","195.60"
"Block","PB19060808-01","185.10","185.10"
"Hourly","PH19060808","314.80","169.70"
"Block","PB19060809-01","247.70","247.70"
"Hourly","PH19060809","1,002.70","420.10"
"Block","PB19060810-01","372.40","372.40"
"Hourly","PH19060810","1,122.70","1,175.80"
"Block","PB19060811-01","240.30","240.30"
